mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin
154	154	612	612	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2606										
154	154	613	613	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	2607										
154	154	614	614	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2608										
154	154	1229/2	1229/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2609										
154	154	2459/4	2459/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2610										
154	154	615	615	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	2611										
154	154	1231/2	1231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	2612										
154	154	612	612	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	2613										
154	154	1225/2	1225/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	2614										
154	154	2451/4	2451/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	2615										
154	154	613	613	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	2616										
154	154	1227/2	1227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	2617										
154	154	614	614	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	2618										
154	154	615	615	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2619										
154	154	612	612	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	2620										
154	154	613	613	1.0	1/4	1/4	Chord	4/4	2	2	1/4			1/4	1	2621										
155	155	616	616	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	2622										
155	155	1233/2	1233/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	2623										
155	155	2467/4	2467/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	2624										
155	155	617	617	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	2625										
155	155	2469/4	2469/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	2626										
155	155	1235/2	1235/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2627										
155	155	2471/4	2471/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2628										
155	155	618	618	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	2629										
155	155	1237/2	1237/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2630										
155	155	2475/4	2475/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2631										
155	155	619	619	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	2632										
155	155	2477/4	2477/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	2633										
155	155	1239/2	1239/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2634										
155	155	2479/4	2479/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2635										
155	155	616	616	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2636										
155	155	618	618	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2637										
156	156	620	620	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2638										
156	156	621	621	0.0	1/4	1/4	Dynamic	4/4	1	1	0						p									
156	156	621	621	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	2639										
156	156	2485/4	2485/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	2640										
156	156	1243/2	1243/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2641										
156	156	2487/4	2487/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2642										
156	156	622	622	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	2643										
156	156	2489/4	2489/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2644										
156	156	1245/2	1245/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2645										
156	156	2491/4	2491/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2646										
156	156	623	623	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	2647										
156	156	2493/4	2493/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	2648										
156	156	1247/2	1247/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2649										
156	156	2495/4	2495/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2650										
156	156	620	620	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2651										
156	156	621	621	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2652										
156	156	622	622	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	2653										
156	156	620	620	3.0	0	0	Chord	4/4	2	2	3/4			1/2	3/2	2654										
156	156	623	623	1.0	3/4	3/4	Chord	4/4	2	2	1/4			1/4	1	2655										
157	157	624	624	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	2656										
157	157	2499/4	2499/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	2657										
157	157	625	625	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	2658										
157	157	1251/2	1251/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	2659										
157	157	626	626	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	2660										
157	157	624	624	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	2661										
158	158	2513/4	2513/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	2662										
158	158	1257/2	1257/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	2663										
158	158	2515/4	2515/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	2664										
158	158	629	629	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	2665										
158	158	2517/4	2517/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	2666										
158	158	1259/2	1259/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2667										
158	158	2519/4	2519/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2668										
158	158	630	630	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	2669										
158	158	2521/4	2521/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2670										
158	158	1261/2	1261/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2671										
158	158	2523/4	2523/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2672										
158	158	631	631	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	2673										
158	158	2525/4	2525/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	2674										
158	158	1263/2	1263/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2675										
158	158	2527/4	2527/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2676										
158	158	628	628	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	2677										
158	158	2513/4	2513/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	2678										
158	158	1257/2	1257/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	2679										
158	158	2515/4	2515/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	2680										
158	158	629	629	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	2681										
158	158	2517/4	2517/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	2682										
158	158	1259/2	1259/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	2683										
158	158	2519/4	2519/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	2684										
158	158	630	630	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	2685										
158	158	2521/4	2521/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	2686										
158	158	1261/2	1261/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	2687										
158	158	2523/4	2523/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	2688										
158	158	631	631	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	2689										
158	158	2525/4	2525/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	2690										
158	158	1263/2	1263/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	2691										
158	158	2527/4	2527/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	2692										
159	159	632	632	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	2693										
159	159	2529/4	2529/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	2694										
159	159	1265/2	1265/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	2695										
159	159	2531/4	2531/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	2696										
159	159	633	633	0.0	1/4	1/4	StaffText	4/4	1	1	0								"<font size=""10.5723""/><font face=""Times New Roman""/><i>cresc.</i>"							
159	159	633	633	0.0	1/4	1/4	Spanner	4/4	1	1	0															1
159	159	633	633	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	2697										1
159	159	2533/4	2533/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	2698										1
159	159	1267/2	1267/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2699										1
159	159	2535/4	2535/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2700										1
159	159	634	634	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	2701										1
159	159	2537/4	2537/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2702										1
159	159	1269/2	1269/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2703										1
159	159	2539/4	2539/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2704										1
159	159	635	635	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	2705										1
159	159	2541/4	2541/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	2706										1
159	159	1271/2	1271/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2707										1
159	159	2543/4	2543/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2708										1
159	159	632	632	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	2709										
159	159	2529/4	2529/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	2710										
159	159	1265/2	1265/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	2711										
159	159	2531/4	2531/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	2712										
159	159	633	633	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	2713										
159	159	2533/4	2533/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	2714										
159	159	1267/2	1267/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	2715										
159	159	2535/4	2535/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	2716										
159	159	634	634	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	2717										
159	159	2537/4	2537/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	2718										
159	159	1269/2	1269/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	2719										
159	159	2539/4	2539/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	2720										
159	159	635	635	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	2721										
159	159	2541/4	2541/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	2722										
159	159	1271/2	1271/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	2723										
159	159	2543/4	2543/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	2724										
160	160	2545/4	2545/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	2725										1
160	160	1273/2	1273/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	2726										1
160	160	2547/4	2547/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	2727										1
160	160	637	637	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	2728										1
160	160	2549/4	2549/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	2729										1
160	160	1275/2	1275/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2730										1
160	160	2551/4	2551/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2731										1
160	160	638	638	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	2732										1
160	160	2553/4	2553/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2733										1
160	160	1277/2	1277/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2734										1
160	160	2555/4	2555/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2735										1
160	160	639	639	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	2736										1
160	160	2557/4	2557/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	2737										1
160	160	1279/2	1279/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2738										1
160	160	2559/4	2559/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2739										1
160	160	636	636	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	2740										
160	160	2545/4	2545/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	2741										
160	160	1273/2	1273/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	2742										
160	160	2547/4	2547/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	2743										
160	160	637	637	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	2744										
160	160	2549/4	2549/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	2745										
160	160	1275/2	1275/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	2746										
160	160	2551/4	2551/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	2747										
160	160	638	638	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	2748										
160	160	2553/4	2553/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	2749										
160	160	1277/2	1277/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	2750										
160	160	2555/4	2555/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	2751										
160	160	639	639	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	2752										
160	160	2557/4	2557/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	2753										
160	160	1279/2	1279/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	2754										
160	160	2559/4	2559/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	2755										
161	161	640	640	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	2756										1
161	161	2561/4	2561/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	2757										1
161	161	1281/2	1281/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	2758										1
161	161	2563/4	2563/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	2759										1
161	161	641	641	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	2760										1
161	161	2565/4	2565/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	2761										1
161	161	1283/2	1283/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2762										1
161	161	2567/4	2567/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2763										1
161	161	642	642	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	2764										1
161	161	2569/4	2569/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2765										1
161	161	1285/2	1285/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2766										1
161	161	2571/4	2571/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2767										1
161	161	643	643	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	2768										1
161	161	2573/4	2573/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	2769										1
161	161	1287/2	1287/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2770										1
161	161	2575/4	2575/4	0.0	15/16	15/16	Spanner	4/4	1	1	0															
161	161	2575/4	2575/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2771										
161	161	640	640	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	2772										
161	161	2561/4	2561/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	2773										
161	161	1281/2	1281/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	2774										
161	161	2563/4	2563/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	2775										
161	161	641	641	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	2776										
161	161	2565/4	2565/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	2777										
161	161	1283/2	1283/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	2778										
161	161	2567/4	2567/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	2779										
161	161	642	642	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	2780										
161	161	2569/4	2569/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	2781										
161	161	1285/2	1285/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	2782										
161	161	2571/4	2571/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	2783										
161	161	643	643	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	2784										
161	161	2573/4	2573/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	2785										
161	161	1287/2	1287/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	2786										
161	161	2575/4	2575/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	2787										
162	162	644	644	0.0	0	0	Dynamic	4/4	1	1	0						ff									
162	162	644	644	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	2788										
162	162	2577/4	2577/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	2789										
162	162	1289/2	1289/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	2790										
162	162	2579/4	2579/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	2791										
162	162	645	645	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	2792										
162	162	2581/4	2581/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	2793										
162	162	1291/2	1291/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	2794										
162	162	2583/4	2583/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	2795										
162	162	646	646	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	2796										
162	162	2585/4	2585/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	2797										
162	162	1293/2	1293/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	2798										
162	162	2587/4	2587/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	2799										
162	162	647	647	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	2800										
162	162	2589/4	2589/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	2801										
162	162	1295/2	1295/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	2802										
162	162	2591/4	2591/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	2803										
162	162	644	644	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	2804										
162	162	2577/4	2577/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	2805										
162	162	1289/2	1289/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	2806										
162	162	2579/4	2579/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	2807										
162	162	645	645	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	2808										
162	162	2581/4	2581/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	2809										
162	162	1291/2	1291/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	2810										
162	162	2583/4	2583/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	2811										
162	162	646	646	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	2812										
162	162	2585/4	2585/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	2813										
162	162	1293/2	1293/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	2814										
162	162	2587/4	2587/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	2815										
162	162	647	647	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	2816										
162	162	2589/4	2589/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	2817										
162	162	1295/2	1295/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	2818										
162	162	2591/4	2591/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	2819										
163	163	648	648	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2820										
163	163	649	649	0.2	1/4	1/4	Chord	4/4	1	1	1/20			1/16	4/5	2821										
163	163	3246/5	3246/5	0.2	3/10	3/10	Chord	4/4	1	1	1/20			1/16	4/5	2822										
163	163	3247/5	3247/5	0.2	7/20	7/20	Chord	4/4	1	1	1/20			1/16	4/5	2823										
163	163	3248/5	3248/5	0.2	2/5	2/5	Chord	4/4	1	1	1/20			1/16	4/5	2824										
163	163	3249/5	3249/5	0.2	9/20	9/20	Chord	4/4	1	1	1/20			1/16	4/5	2825										
163	163	650	650	0.2	1/2	1/2	Chord	4/4	1	1	1/20			1/16	4/5	2826										
163	163	3251/5	3251/5	0.2	11/20	11/20	Chord	4/4	1	1	1/20			1/16	4/5	2827										
163	163	3252/5	3252/5	0.2	3/5	3/5	Chord	4/4	1	1	1/20			1/16	4/5	2828										
163	163	3253/5	3253/5	0.2	13/20	13/20	Chord	4/4	1	1	1/20			1/16	4/5	2829										
163	163	3254/5	3254/5	0.2	7/10	7/10	Chord	4/4	1	1	1/20			1/16	4/5	2830										
163	163	651	651	0.2	3/4	3/4	Chord	4/4	1	1	1/20			1/16	4/5	2831										
163	163	3256/5	3256/5	0.2	4/5	4/5	Chord	4/4	1	1	1/20			1/16	4/5	2832										
163	163	3257/5	3257/5	0.2	17/20	17/20	Chord	4/4	1	1	1/20			1/16	4/5	2833										
163	163	3258/5	3258/5	0.2	9/10	9/10	Chord	4/4	1	1	1/20			1/16	4/5	2834										
163	163	3259/5	3259/5	0.2	19/20	19/20	Chord	4/4	1	1	1/20			1/16	4/5	2835										
163	163	648	648	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2836										
163	163	651	651	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2837										
164	164	652	652	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2838										
164	164	653	653	0.2	1/4	1/4	Chord	4/4	1	1	1/20			1/16	4/5	2839										
164	164	3266/5	3266/5	0.2	3/10	3/10	Chord	4/4	1	1	1/20			1/16	4/5	2840										
164	164	3267/5	3267/5	0.2	7/20	7/20	Chord	4/4	1	1	1/20			1/16	4/5	2841										
164	164	3268/5	3268/5	0.2	2/5	2/5	Chord	4/4	1	1	1/20			1/16	4/5	2842										
164	164	3269/5	3269/5	0.2	9/20	9/20	Chord	4/4	1	1	1/20			1/16	4/5	2843										
164	164	654	654	0.2	1/2	1/2	Chord	4/4	1	1	1/20			1/16	4/5	2844										
164	164	3271/5	3271/5	0.2	11/20	11/20	Chord	4/4	1	1	1/20			1/16	4/5	2845										
164	164	3272/5	3272/5	0.2	3/5	3/5	Chord	4/4	1	1	1/20			1/16	4/5	2846										
164	164	3273/5	3273/5	0.2	13/20	13/20	Chord	4/4	1	1	1/20			1/16	4/5	2847										
164	164	3274/5	3274/5	0.2	7/10	7/10	Chord	4/4	1	1	1/20			1/16	4/5	2848										
164	164	655	655	0.2	3/4	3/4	Chord	4/4	1	1	1/20			1/16	4/5	2849										
164	164	3276/5	3276/5	0.2	4/5	4/5	Chord	4/4	1	1	1/20			1/16	4/5	2850										
164	164	3277/5	3277/5	0.2	17/20	17/20	Chord	4/4	1	1	1/20			1/16	4/5	2851										
164	164	3278/5	3278/5	0.2	9/10	9/10	Chord	4/4	1	1	1/20			1/16	4/5	2852										
164	164	3279/5	3279/5	0.2	19/20	19/20	Chord	4/4	1	1	1/20			1/16	4/5	2853										
164	164	652	652	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2854										
164	164	655	655	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2855										
165	165	656	656	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2856										
165	165	657	657	0.2	1/4	1/4	Chord	4/4	1	1	1/20			1/16	4/5	2857										
165	165	3286/5	3286/5	0.2	3/10	3/10	Chord	4/4	1	1	1/20			1/16	4/5	2858										
165	165	3287/5	3287/5	0.2	7/20	7/20	Chord	4/4	1	1	1/20			1/16	4/5	2859										
165	165	3288/5	3288/5	0.2	2/5	2/5	Chord	4/4	1	1	1/20			1/16	4/5	2860										
165	165	3289/5	3289/5	0.2	9/20	9/20	Chord	4/4	1	1	1/20			1/16	4/5	2861										
165	165	658	658	0.2	1/2	1/2	Chord	4/4	1	1	1/20			1/16	4/5	2862										
165	165	3291/5	3291/5	0.2	11/20	11/20	Chord	4/4	1	1	1/20			1/16	4/5	2863										
165	165	3292/5	3292/5	0.2	3/5	3/5	Chord	4/4	1	1	1/20			1/16	4/5	2864										
165	165	3293/5	3293/5	0.2	13/20	13/20	Chord	4/4	1	1	1/20			1/16	4/5	2865										
165	165	3294/5	3294/5	0.2	7/10	7/10	Chord	4/4	1	1	1/20			1/16	4/5	2866										
165	165	659	659	0.2	3/4	3/4	Chord	4/4	1	1	1/20			1/16	4/5	2867										
165	165	3296/5	3296/5	0.2	4/5	4/5	Chord	4/4	1	1	1/20			1/16	4/5	2868										
165	165	3297/5	3297/5	0.2	17/20	17/20	Chord	4/4	1	1	1/20			1/16	4/5	2869										
165	165	3298/5	3298/5	0.2	9/10	9/10	Chord	4/4	1	1	1/20			1/16	4/5	2870										
165	165	3299/5	3299/5	0.2	19/20	19/20	Chord	4/4	1	1	1/20			1/16	4/5	2871										
165	165	656	656	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	2872										
165	165	657	657	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	2873										
165	165	659	659	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	2874										
166	166	660	660	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	2875										
166	166	661	661	0.2	1/4	1/4	Chord	4/4	1	1	1/20			1/16	4/5	2876										
