mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
26	22	133/3	133/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	270							
26	22	85/2	85/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	271							
26	22	87/2	87/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	272							
27	23	89/2	89/2	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	273							
27	23	134/3	134/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	274							
27	23	269/6	269/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	275							
27	23	45	45	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	276							
27	23	271/6	271/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	277							
27	23	136/3	136/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	278							
27	23	91/2	91/2	0.16666666666666666	1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	279							
27	23	137/3	137/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	280							
27	23	275/6	275/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	281							
27	23	46	46	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	282							
27	23	277/6	277/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	283							
27	23	139/3	139/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	284							
27	23	89/2	89/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	285							
27	23	45	45	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	286							
27	23	91/2	91/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	287							
27	23	46	46	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	288							
28	24	93/2	93/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	289							
28	24	93/2	93/2	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	290							
28	24	187/4	187/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	291							
28	24	375/8	375/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	292							
28	24	47	47	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	293							
28	24	377/8	377/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	294							
28	24	189/4	189/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	295							
28	24	379/8	379/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	296							
28	24	95/2	95/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	297							
29	24	48	48	0.0	0	3/8	StaffText	2/4	1	1	0					"<font size=""12.0915""/><font face=""Times New Roman""/><b>Var. 2</b>"						
29	24	48	48	0.375	0	3/8	Chord	2/4	1	1	3/32		1/16	3/2	298							
29	24	387/8	387/8	0.125	3/32	15/32	Chord	2/4	1	1	1/32		1/32	1	299							
30	25	97/2	97/2	0.08333333333333333	0	0	Chord	2/4	1	1	1/48		1/32	2/3	300							15
30	25	583/12	583/12	0.08333333333333333	1/48	1/48	Chord	2/4	1	1	1/48		1/32	2/3	301							15
30	25	146/3	146/3	0.08333333333333333	1/24	1/24	Chord	2/4	1	1	1/48		1/32	2/3	302							15
30	25	195/4	195/4	0.08333333333333333	1/16	1/16	Chord	2/4	1	1	1/48		1/32	2/3	303							15
30	25	293/6	293/6	0.08333333333333333	1/12	1/12	Chord	2/4	1	1	1/48		1/32	2/3	304							15
30	25	587/12	587/12	0.08333333333333333	5/48	5/48	Chord	2/4	1	1	1/48		1/32	2/3	305							
30	25	49	49	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	306							
30	25	99/2	99/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	307							
30	25	397/8	397/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	308							
30	25	199/4	199/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	309							
30	25	399/8	399/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	310							
30	25	50	50	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	311							
30	25	401/8	401/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	312							
30	25	201/4	201/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	313							
30	25	403/8	403/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	314							
30	25	97/2	97/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	315							
30	25	99/2	99/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	316							
31	26	101/2	101/2	0.08333333333333333	0	0	Chord	2/4	1	1	1/48		1/32	2/3	317							16
31	26	607/12	607/12	0.08333333333333333	1/48	1/48	Chord	2/4	1	1	1/48		1/32	2/3	318							16
31	26	152/3	152/3	0.08333333333333333	1/24	1/24	Chord	2/4	1	1	1/48		1/32	2/3	319							16
31	26	203/4	203/4	0.08333333333333333	1/16	1/16	Chord	2/4	1	1	1/48		1/32	2/3	320							16
31	26	305/6	305/6	0.08333333333333333	1/12	1/12	Chord	2/4	1	1	1/48		1/32	2/3	321							16
31	26	611/12	611/12	0.08333333333333333	5/48	5/48	Chord	2/4	1	1	1/48		1/32	2/3	322							
31	26	51	51	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	323							
31	26	411/8	411/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	324							
31	26	103/2	103/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	325							
31	26	413/8	413/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	326							
31	26	207/4	207/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	327							
31	26	415/8	415/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	328							
31	26	52	52	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	329							
31	26	417/8	417/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	330							
31	26	209/4	209/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	331							
31	26	419/8	419/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	332							
31	26	101/2	101/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	333							
31	26	103/2	103/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	334							
32	27	105/2	105/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	335							
32	27	421/8	421/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	336							
32	27	211/4	211/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	337							
32	27	423/8	423/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	338							
32	27	53	53	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	339							
32	27	425/8	425/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	340							
32	27	213/4	213/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	341							
32	27	427/8	427/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	342							
32	27	107/2	107/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	343							
32	27	429/8	429/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	344							
32	27	215/4	215/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	345							
32	27	431/8	431/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	346							
32	27	54	54	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	347							
32	27	433/8	433/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	348							
32	27	217/4	217/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	349							
32	27	435/8	435/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	350							
32	27	105/2	105/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	351							
32	27	53	53	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	352							
32	27	107/2	107/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	353							
32	27	54	54	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	354							
33	28	109/2	109/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	355							
33	28	109/2	109/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	356							
33	28	437/8	437/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	357							
33	28	219/4	219/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	358							
33	28	439/8	439/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	359							
33	28	55	55	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	360							
33	28	441/8	441/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	361							
33	28	221/4	221/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	362							
33	28	443/8	443/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	363							
33	28	111/2	111/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	364							
34	28	56	56	0.375	0	3/8	Chord	2/4	1	1	3/32		1/16	3/2	365							
34	28	451/8	451/8	0.125	3/32	15/32	Chord	2/4	1	1	1/32		1/32	1	366							
34	28	56	56	0.5	0	3/8	Chord	2/4	2	1	1/8		1/8	1	367							
35	29	113/2	113/2	0.08333333333333333	0	0	Chord	2/4	1	1	1/48		1/32	2/3	368							17
35	29	679/12	679/12	0.08333333333333333	1/48	1/48	Chord	2/4	1	1	1/48		1/32	2/3	369							17
35	29	170/3	170/3	0.08333333333333333	1/24	1/24	Chord	2/4	1	1	1/48		1/32	2/3	370							17
35	29	227/4	227/4	0.08333333333333333	1/16	1/16	Chord	2/4	1	1	1/48		1/32	2/3	371							17
35	29	341/6	341/6	0.08333333333333333	1/12	1/12	Chord	2/4	1	1	1/48		1/32	2/3	372							17
35	29	683/12	683/12	0.08333333333333333	5/48	5/48	Chord	2/4	1	1	1/48		1/32	2/3	373							
35	29	57	57	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	374							
35	29	459/8	459/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	375							
35	29	115/2	115/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	376							
35	29	461/8	461/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	377							
35	29	231/4	231/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	378							
35	29	463/8	463/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	379							
35	29	58	58	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	380							
35	29	465/8	465/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	381							
35	29	233/4	233/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	382							
35	29	467/8	467/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	383							
35	29	113/2	113/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	384							
35	29	57	57	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	385							
35	29	115/2	115/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	386							
35	29	58	58	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	387							
36	30	117/2	117/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	388							
36	30	469/8	469/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	389							
36	30	235/4	235/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	390							
36	30	471/8	471/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	391							
36	30	59	59	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	392							
36	30	473/8	473/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	393							
36	30	237/4	237/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	394							
36	30	475/8	475/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	395							
36	30	119/2	119/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	396							
36	30	60	60	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	397							
36	30	483/8	483/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	398							
36	30	117/2	117/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	399							
36	30	59	59	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	400							
36	30	119/2	119/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	401							
36	30	60	60	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	402							
37	31	121/2	121/2	0.08333333333333333	0	0	Chord	2/4	1	1	1/48		1/32	2/3	403							18
37	31	727/12	727/12	0.08333333333333333	1/48	1/48	Chord	2/4	1	1	1/48		1/32	2/3	404							18
37	31	182/3	182/3	0.08333333333333333	1/24	1/24	Chord	2/4	1	1	1/48		1/32	2/3	405							18
37	31	243/4	243/4	0.08333333333333333	1/16	1/16	Chord	2/4	1	1	1/48		1/32	2/3	406							18
37	31	365/6	365/6	0.08333333333333333	1/12	1/12	Chord	2/4	1	1	1/48		1/32	2/3	407							18
37	31	731/12	731/12	0.08333333333333333	5/48	5/48	Chord	2/4	1	1	1/48		1/32	2/3	408							
37	31	61	61	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	409							
37	31	491/8	491/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	410							
37	31	123/2	123/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	411							
37	31	493/8	493/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	412							
37	31	247/4	247/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	413							
37	31	495/8	495/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	414							
37	31	62	62	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	415							
37	31	497/8	497/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	416							
37	31	249/4	249/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	417							
37	31	499/8	499/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	418							
37	31	121/2	121/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	419							
37	31	61	61	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	420							
37	31	123/2	123/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	421							
37	31	62	62	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	422							
38	32	125/2	125/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	423							
38	32	501/8	501/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	424							
38	32	251/4	251/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	425							
38	32	503/8	503/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	426							
38	32	63	63	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	427							
38	32	505/8	505/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	428							
38	32	253/4	253/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	429							
38	32	507/8	507/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	430							
38	32	127/2	127/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	431							
38	32	64	64	0.375	3/8	3/8	Chord	2/4	1	1	3/32		1/16	3/2	432							
38	32	515/8	515/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	433							
38	32	125/2	125/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	434							
38	32	63	63	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	435							
38	32	127/2	127/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	436							
39	33	129/2	129/2	0.08333333333333333	0	0	Chord	2/4	1	1	1/48		1/32	2/3	437							
39	33	775/12	775/12	0.08333333333333333	1/48	1/48	Chord	2/4	1	1	1/48		1/32	2/3	438							
39	33	194/3	194/3	0.08333333333333333	1/24	1/24	Chord	2/4	1	1	1/48		1/32	2/3	439							
39	33	259/4	259/4	0.08333333333333333	1/16	1/16	Chord	2/4	1	1	1/48		1/32	2/3	440							
39	33	389/6	389/6	0.08333333333333333	1/12	1/12	Chord	2/4	1	1	1/48		1/32	2/3	441							
39	33	779/12	779/12	0.08333333333333333	5/48	5/48	Chord	2/4	1	1	1/48		1/32	2/3	442							
39	33	65	65	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	443							
39	33	131/2	131/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	444							
39	33	525/8	525/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	445							
39	33	263/4	263/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	446							
39	33	527/8	527/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	447							
39	33	66	66	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	448							
39	33	529/8	529/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	449							
39	33	265/4	265/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	450							
39	33	531/8	531/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	451							
39	33	129/2	129/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	452							
39	33	131/2	131/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	453							
40	34	133/2	133/2	0.08333333333333333	0	0	Chord	2/4	1	1	1/48		1/32	2/3	454							
40	34	799/12	799/12	0.08333333333333333	1/48	1/48	Chord	2/4	1	1	1/48		1/32	2/3	455							
40	34	200/3	200/3	0.08333333333333333	1/24	1/24	Chord	2/4	1	1	1/48		1/32	2/3	456							
40	34	267/4	267/4	0.08333333333333333	1/16	1/16	Chord	2/4	1	1	1/48		1/32	2/3	457							
40	34	401/6	401/6	0.08333333333333333	1/12	1/12	Chord	2/4	1	1	1/48		1/32	2/3	458							
40	34	803/12	803/12	0.08333333333333333	5/48	5/48	Chord	2/4	1	1	1/48		1/32	2/3	459							
40	34	67	67	0.375	1/8	1/8	Chord	2/4	1	1	3/32		1/16	3/2	460							
40	34	539/8	539/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	461							
40	34	135/2	135/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	462							
40	34	541/8	541/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	463							
40	34	271/4	271/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	464							
40	34	543/8	543/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	465							
40	34	68	68	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	466							
40	34	545/8	545/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	467							
40	34	273/4	273/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	468							
40	34	547/8	547/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	469							
40	34	133/2	133/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	470							
40	34	135/2	135/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	471							
41	35	137/2	137/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	472							
41	35	549/8	549/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	473							
41	35	275/4	275/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	474							
41	35	551/8	551/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	475							
41	35	69	69	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	476							
41	35	553/8	553/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	477							
41	35	277/4	277/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	478							
41	35	555/8	555/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	479							
41	35	139/2	139/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	480							
41	35	557/8	557/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	481							
41	35	279/4	279/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	482							
41	35	559/8	559/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	483							
41	35	70	70	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	484							
41	35	561/8	561/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	485							
41	35	281/4	281/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	486							
41	35	563/8	563/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	487							
41	35	137/2	137/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	488							
41	35	69	69	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	489							
41	35	139/2	139/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	490							
41	35	70	70	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	491							
42	36	141/2	141/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	492							
42	36	141/2	141/2	0.125	0	0	Chord	2/4	2	1	1/32		1/32	1	493							
42	36	565/8	565/8	0.125	1/32	1/32	Chord	2/4	2	1	1/32		1/32	1	494							
42	36	283/4	283/4	0.125	1/16	1/16	Chord	2/4	2	1	1/32		1/32	1	495							
42	36	567/8	567/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	496							
42	36	71	71	0.125	1/8	1/8	Chord	2/4	2	1	1/32		1/32	1	497							
42	36	569/8	569/8	0.125	5/32	5/32	Chord	2/4	2	1	1/32		1/32	1	498							
42	36	285/4	285/4	0.125	3/16	3/16	Chord	2/4	2	1	1/32		1/32	1	499							
42	36	571/8	571/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	500							
42	36	143/2	143/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	501							
43	36	72	72	0.0	0	3/8	StaffText	2/4	1	1	0					"<font size=""12.0915""/><font face=""Times New Roman""/><b>Var. 3</b>"						
43	36	72	72	0.375	0	3/8	Chord	2/4	1	1	3/32		1/16	3/2	502							
43	36	579/8	579/8	0.125	3/32	15/32	Chord	2/4	1	1	1/32		1/32	1	503							
44	37	145/2	145/2	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	504							
44	37	291/4	291/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	505							
44	37	583/8	583/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	506							
44	37	73	73	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	507							
44	37	585/8	585/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	508							
44	37	293/4	293/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	509							
44	37	587/8	587/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	510							
44	37	147/2	147/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	511							
44	37	589/8	589/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	512							
44	37	295/4	295/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	513							
44	37	591/8	591/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	514							
44	37	74	74	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	515							
44	37	593/8	593/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	516							
44	37	297/4	297/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	517							
44	37	595/8	595/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	518							
44	37	145/2	145/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	519							
44	37	147/2	147/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	520							
45	38	149/2	149/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	521							19
45	38	597/8	597/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	522							
45	38	299/4	299/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	523							20
45	38	599/8	599/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	524							
45	38	75	75	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	525							21
45	38	601/8	601/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	526							
45	38	301/4	301/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	527							22
45	38	603/8	603/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	528							
45	38	151/2	151/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	529							23
45	38	605/8	605/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	530							
45	38	303/4	303/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	531							24
45	38	607/8	607/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	532							
45	38	76	76	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	533							25
45	38	609/8	609/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	534							
45	38	305/4	305/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	535							26
45	38	611/8	611/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	536							
45	38	149/2	149/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	537							
45	38	151/2	151/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	538							
46	39	153/2	153/2	0.125	0	0	Chord	2/4	1	1	1/32		1/32	1	539							
46	39	613/8	613/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	540							
46	39	307/4	307/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	541							
46	39	615/8	615/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	542							
46	39	77	77	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	543							
46	39	617/8	617/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	544							
46	39	309/4	309/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	545							
46	39	619/8	619/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	546							
46	39	155/2	155/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	547							
46	39	621/8	621/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	548							
