mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
69	69	551/4	551/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	594						
69	69	136	136	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	595						
69	69	137	137	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	596						
69	69	136	136	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	597						
70	70	138	138	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	598						
70	70	553/4	553/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	599						
70	70	277/2	277/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	600						
70	70	555/4	555/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	601						
70	70	139	139	0.75	1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	602						
70	70	559/4	559/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	603						
70	70	138	138	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	604						
70	70	279/2	279/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	605						
71	71	140	140	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	606						
71	71	561/4	561/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	607						
71	71	281/2	281/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	608						
71	71	563/4	563/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	609						
71	71	141	141	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	610						
71	71	283/2	283/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	611						
71	71	140	140	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	612						
71	71	141	141	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	613						
71	71	283/2	283/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	614						
72	72	142	142	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	615						
72	72	143	143	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	616						
72	72	287/2	287/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	617						
72	72	142	142	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	618						
72	72	285/2	285/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	619						
72	72	143	143	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	620						
73	73	144	144	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	621						3
73	73	289/2	289/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	622						3
73	73	145	145	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	623						3
73	73	291/2	291/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	624						
73	73	289/2	289/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	625						
73	73	145	145	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	626						
73	73	291/2	291/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	627						
74	74	146	146	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	628						
74	74	147	147	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	629						4
74	74	295/2	295/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	630						
74	74	146	146	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	631						
74	74	147	147	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	632						
75	75	148	148	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	633						
75	75	297/2	297/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	634						
75	75	149	149	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	635						
75	75	299/2	299/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	636						
75	75	299/2	299/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	637						
76	76	150	150	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	638						
76	76	151	151	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	639						
76	76	303/2	303/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	640						
76	76	150	150	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	641						
76	76	301/2	301/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	642						
76	76	151	151	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	643						
77	77	152	152	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	644						
77	77	609/4	609/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	645						
77	77	305/2	305/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	646						
77	77	611/4	611/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	647						
77	77	153	153	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	648						
77	77	613/4	613/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	649						
77	77	307/2	307/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	650						
77	77	615/4	615/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	651						
77	77	152	152	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	652						
77	77	153	153	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	653						
78	78	154	154	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	654						
78	78	617/4	617/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	655						
78	78	309/2	309/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	656						
78	78	619/4	619/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	657						
78	78	155	155	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	658						
78	78	621/4	621/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	659						
78	78	311/2	311/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	660						
78	78	623/4	623/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	661						
78	78	154	154	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	662						
78	78	155	155	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	663						
79	79	156	156	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	664						
79	79	156	156	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	665						
80	80	158	158	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	666						
80	80	317/2	317/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	667						
80	80	159	159	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	668						
80	80	159	159	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	669						
80	80	319/2	319/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	670						
80	80	639/4	639/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	671						
80	80	158	158	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	672						
80	80	159	159	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	673						
80	80	158	158	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	674						
81	81	160	160	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	675						
81	81	641/4	641/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	676						
81	81	321/2	321/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	677						
81	81	643/4	643/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	678						
81	81	161	161	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	679						
81	81	323/2	323/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	680						
81	81	647/4	647/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	681						
81	81	160	160	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	682						
81	81	323/2	323/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	683						
82	82	162	162	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	684						
82	82	649/4	649/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	685						
82	82	325/2	325/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	686						
82	82	651/4	651/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	687						
82	82	163	163	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	688						
82	82	653/4	653/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	689						
82	82	327/2	327/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	690						
82	82	655/4	655/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	691						
82	82	162	162	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	692						
82	82	325/2	325/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	693						
82	82	163	163	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	694						
82	82	327/2	327/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	695						
82	82	162	162	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	696						
83	83	164	164	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	697						
83	83	329/2	329/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	698						
83	83	1317/8	1317/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	699						
83	83	659/4	659/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	700						
83	83	1319/8	1319/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	701						
83	83	165	165	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	702						
83	83	164	164	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	703						
83	83	165	165	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	704						
83	83	164	164	1.5	0	0	Chord	2/4	2	2	3/8			1/4	3/2	705						
84	84	166	166	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	706						
84	84	333/2	333/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	707						
84	84	167	167	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16		1/16	1	708						
84	84	167	167	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	709						
84	84	335/2	335/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	710						
84	84	671/4	671/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	711						
84	84	166	166	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	712						
84	84	167	167	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	713						
84	84	166	166	2.0	0	0	Chord	2/4	2	2	1/2			1/2	1	714						
85	85	168	168	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	715						
85	85	673/4	673/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	716						
85	85	337/2	337/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	717						
85	85	675/4	675/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	718						
85	85	169	169	0.75	1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	719						
85	85	679/4	679/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	720						
85	85	168	168	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	721						
85	85	339/2	339/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	722						
86	86	170	170	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	723						
86	86	681/4	681/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	724						
86	86	341/2	341/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	725						
86	86	683/4	683/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	726						
86	86	171	171	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	727						
86	86	343/2	343/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	728						
86	86	170	170	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	729						
86	86	171	171	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	730						
86	86	343/2	343/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	731						
87	87	172	172	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	732						
87	87	173	173	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	733						
87	87	172	172	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	734						
87	87	345/2	345/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	735						
87	87	173	173	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	736						
88	88	174	174	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	737						
88	88	351/2	351/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	738						
88	88	174	174	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	739						
88	88	697/4	697/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	740						
88	88	349/2	349/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	741						
88	88	699/4	699/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	742						
88	88	175	175	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	743						
88	88	701/4	701/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	744						
88	88	351/2	351/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	745						
88	88	703/4	703/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	746						
89	89	176	176	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	747						5
89	89	353/2	353/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	748						
89	89	355/2	355/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	749						
89	89	176	176	2.0	0	0	Chord	2/4	2	1	1/2		c16	1/2	1	750						
89	89	176	176	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	751						
90	90	178	178	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	752						6
90	90	357/2	357/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	753						
90	90	359/2	359/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	754						
90	90	178	178	2.0	0	0	Chord	2/4	2	1	1/2		c16	1/2	1	755						
90	90	178	178	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	756						
91	91	180	180	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	757						7
91	91	361/2	361/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	758						
91	91	363/2	363/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	759						
91	91	180	180	2.0	0	0	Chord	2/4	2	1	1/2		c16	1/2	1	760						
91	91	180	180	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	761						
92	92	182	182	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	762						
92	92	183	183	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	763						
92	92	182	182	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	764						
92	92	729/4	729/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	765						
92	92	365/2	365/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	766						
92	92	731/4	731/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	767						
92	92	183	183	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	768						
92	92	733/4	733/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	769						
92	92	367/2	367/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	770						
92	92	735/4	735/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	771						
93	93	184	184	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	772						
93	93	184	184	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	773						
