mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
25	24	141/2	141/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	269										
25	24	72	72	0.0	3/8	3/8	StaffText	3/4	1	1	0						"<font size=""17.8494""/><font face=""Opus""/>"							
25	24	72	72	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	270										
25	24	145/2	145/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	271										
25	24	73	73	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	272										
25	24	73	73	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	273										
25	24	73	73	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	274										
26	25	147/2	147/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	275										
26	25	149/2	149/2	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	276										
26	25	301/4	301/4	0.0	7/16	7/16	StaffText	3/4	1	1	0						"<font size=""17.8494""/><font face=""Opus""/>"							
26	25	301/4	301/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	277										
26	25	151/2	151/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	278		articStaccatoAbove								
26	25	303/4	303/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	279									6	
26	25	76	76	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	280									6	
26	25	305/4	305/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	281										
26	25	147/2	147/2	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	282										
26	25	147/2	147/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	283										
26	25	151/2	151/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	284										
27	26	153/2	153/2	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	285										
27	26	309/4	309/4	0.0	3/16	3/16	StaffText	3/4	1	1	0						"<font size=""17.8494""/><font face=""Opus""/>"							
27	26	309/4	309/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	286										
27	26	155/2	155/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	287										
27	26	78	78	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	288										
27	26	157/2	157/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	289										
27	26	79	79	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	290										
27	26	153/2	153/2	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	291										
27	26	155/2	155/2	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	292										
27	26	79	79	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	293										
27	26	153/2	153/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	294										
27	26	155/2	155/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	295										
27	26	78	78	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	296										
27	26	157/2	157/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	297										
27	26	79	79	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	298										
28	27	159/2	159/2	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	299										
28	27	321/4	321/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	300										
28	27	161/2	161/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	301										
28	27	81	81	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	302										
28	27	163/2	163/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	303										
28	27	82	82	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	304										
28	27	159/2	159/2	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	305										
28	27	163/2	163/2	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	306										
28	27	82	82	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	307										
28	27	159/2	159/2	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	308										
28	27	321/4	321/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	309										
28	27	161/2	161/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	310										
28	27	81	81	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	311										
28	27	163/2	163/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	312										
28	27	82	82	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	313										
28	27	159/2	159/2	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	314										
28	27	163/2	163/2	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	315										
28	27	82	82	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	316										
29	28	165/2	165/2	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	317										
29	28	333/4	333/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	318										
29	28	167/2	167/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	319										
29	28	84	84	0.0	3/8	3/8	StaffText	3/4	1	1	0						"<font size=""17.8494""/><font face=""Opus""/>"							
29	28	84	84	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	320										
29	28	169/2	169/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	321										
29	28	85	85	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	322										
29	28	165/2	165/2	1.5	0	0	Chord	3/4	1	2	3/8	1/4	3/2	323										
29	28	85	85	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	324										
29	28	165/2	165/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	325										
29	28	167/2	167/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	326										
29	28	85	85	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	327										
29	28	165/2	165/2	1.5	0	0	Chord	3/4	2	2	3/8	1/4	3/2	328										
30	29	171/2	171/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	329										
30	29	173/2	173/2	0.75	1/4	1/4	Chord	3/4	1	1	3/16	1/8	3/2	330										
30	29	349/4	349/4	0.0	7/16	7/16	StaffText	3/4	1	1	0						"<font size=""17.8494""/><font face=""Opus""/>"							
30	29	349/4	349/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	331										
30	29	175/2	175/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	332		articStaccatoAbove								
30	29	351/4	351/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	333									7	
30	29	88	88	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	334									7	
30	29	353/4	353/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	335										
30	29	171/2	171/2	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	336										
30	29	171/2	171/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	337										
30	29	175/2	175/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	338										
31	30	177/2	177/2	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	339										
31	30	357/4	357/4	0.0	3/16	3/16	StaffText	3/4	1	1	0						"<font size=""17.8494""/><font face=""Opus""/>"							
31	30	357/4	357/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	340										
31	30	179/2	179/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	341										
31	30	90	90	0.0	3/8	3/8	Spanner	3/4	1	1	0													2
31	30	90	90	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	342										2
31	30	181/2	181/2	0.0	1/2	1/2	Spanner	3/4	1	1	0													
31	30	181/2	181/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	343										
31	30	91	91	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	344										
31	30	177/2	177/2	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	345										
31	30	179/2	179/2	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	346										
31	30	177/2	177/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	347										
31	30	179/2	179/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	348										
31	30	90	90	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	349										
31	30	181/2	181/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	350										
31	30	91	91	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	351										
32	31	183/2	183/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	352									8	
32	31	185/2	185/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	353										
32	31	93	93	0.0	3/8	3/8	Spanner	3/4	1	1	0													3
32	31	93	93	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	354										3
32	31	187/2	187/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	355										3
32	31	94	94	0.0	5/8	5/8	Spanner	3/4	1	1	0													
32	31	94	94	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	356										
32	31	183/2	183/2	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	357										
32	31	93	93	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	358										
32	31	187/2	187/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	359										
32	31	94	94	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	360										
33	32	189/2	189/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	361										
33	32	191/2	191/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	362										
33	32	96	96	0.0	3/8	3/8	Spanner	3/4	1	1	0													4
33	32	96	96	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	363										4
33	32	193/2	193/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	364										4
33	32	97	97	0.0	5/8	5/8	Spanner	3/4	1	1	0													
33	32	97	97	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	365										
33	32	189/2	189/2	1.5	0	0	Chord	3/4	1	2	3/8	1/4	3/2	366										
33	32	96	96	1.0	3/8	3/8	Chord	3/4	1	2	1/4	1/4	1	367										
33	32	97	97	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	368										
33	32	189/2	189/2	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	369										
33	32	96	96	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	370										
33	32	193/2	193/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	371										
33	32	97	97	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	372										
34	33	195/2	195/2	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	373										
34	33	199/2	199/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	374										
34	33	100	100	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	375										
34	33	195/2	195/2	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	376										
34	33	197/2	197/2	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	377										
34	33	99	99	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	378										
34	33	199/2	199/2	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	379										
34	33	100	100	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	380										
34	33	195/2	195/2	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	381										
34	33	199/2	199/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	382										
34	33	100	100	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	383										
35	34	201/2	201/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	384										
35	34	203/2	203/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	385										
35	34	102	102	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	386										
35	34	205/2	205/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	387										
35	34	103	103	0.0	5/8	5/8	Dynamic	3/4	1	1	0				fz									
35	34	103	103	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	388										
35	34	201/2	201/2	1.5	0	0	Chord	3/4	1	2	3/8	1/4	3/2	389										
35	34	201/2	201/2	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	390										
35	34	102	102	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	391										
35	34	205/2	205/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	392										
35	34	103	103	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	393										
36	35	207/2	207/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	394										
36	35	209/2	209/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	395										
36	35	105	105	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	396										
36	35	211/2	211/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	397										
36	35	106	106	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	398										
36	35	207/2	207/2	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	399										
36	35	104	104	0.5	1/8	1/8	Chord	3/4	1	2	1/8	1/8	1	400										
36	35	207/2	207/2	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	401										
36	35	104	104	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	402										
36	35	209/2	209/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	403										
36	35	211/2	211/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	404										
37	36	213/2	213/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	405										
37	36	107	107	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	406									9	
37	36	215/2	215/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	407									9	
37	36	108	108	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	408									9	
37	36	217/2	217/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	409									9	
37	36	109	109	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	410										
37	36	213/2	213/2	0.0	0	0	Dynamic	3/4	2	1	0				mf									
37	36	213/2	213/2	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	411										
38	37	219/2	219/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	412										
38	37	110	110	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	413										
38	37	221/2	221/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	414										
38	37	111	111	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	415										
38	37	223/2	223/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	416										
38	37	112	112	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	417										
38	37	219/2	219/2	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	418										
38	37	110	110	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	419										
38	37	221/2	221/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	420										
38	37	111	111	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	421										
38	37	223/2	223/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	422										
38	37	112	112	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	423										
39	38	225/2	225/2	0.0	0	0	Dynamic	3/4	1	1	0				p									
39	38	225/2	225/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	424										
39	38	227/2	227/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	425										
39	38	229/2	229/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	426										
39	38	225/2	225/2	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	427										
39	38	227/2	227/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	428										
39	38	229/2	229/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	429										
40	39	231/2	231/2	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	430										
40	39	231/2	231/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	431										
