mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin
1	1	0	0	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=60	60.0	𝅘𝅥	60.0	1.0		
1	1	0	0	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	0									
1	1	3/4	3/4	0.0625	3/16	3/16	Chord	3/4	1	1	1/64		1/64	1	1									
1	1	13/16	13/16	0.0625	13/64	13/64	Chord	3/4	1	1	1/64		1/64	1	2									
1	1	7/8	7/8	0.0625	7/32	7/32	Chord	3/4	1	1	1/64		1/64	1	3									
1	1	15/16	15/16	0.0625	15/64	15/64	Chord	3/4	1	1	1/64		1/64	1	4									
1	1	1	1	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	5									
1	1	5/4	5/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	6									
1	1	3/2	3/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	7									
1	1	7/4	7/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	8									
1	1	2	2	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	9									
1	1	9/4	9/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	10									
1	1	5/2	5/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	11									
1	1	11/4	11/4	0.0	11/16	11/16	Chord	3/4	1	1	0	grace16	1/16	1	12									
1	1	11/4	11/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	13									
1	1	0	0	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	14									
1	1	1	1	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	15									
1	1	2	2	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	16									
1	1	0	0	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	17									
1	1	1	1	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	18									
1	1	2	2	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	19									
2	2	3	3	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	20									
2	2	15/4	15/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	21									
2	2	4	4	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	22									
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	23									
2	2	5	5	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	24									
2	2	11/2	11/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	25									
2	2	3	3	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	26									
2	2	3	3	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	27									
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	28									
2	2	5	5	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	29									
2	2	11/2	11/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	30									
3	3	6	6	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	31									
3	3	27/4	27/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	32									
3	3	55/8	55/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	33									
3	3	7	7	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	34									
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	35									
3	3	8	8	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	36									
3	3	17/2	17/2	0.0	5/8	5/8	Chord	3/4	1	1	0	grace16	1/16	1	37									
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	38									
3	3	6	6	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	39									
3	3	7	7	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	40									
3	3	6	6	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	41									
3	3	7	7	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	42									
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	43									
3	3	8	8	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	44									
3	3	17/2	17/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	45									
4	4	9	9	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	46									
4	4	10	10	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	47									
4	4	21/2	21/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	48									
4	4	11	11	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	49									
4	4	23/2	23/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	50									
4	4	9	9	1.5	0	0	Chord	3/4	1	2	3/8		1/4	3/2	51									
4	4	9	9	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	52									
5	5	12	12	0.0	0	0	Dynamic	3/4	1	1	0					fz								
5	5	12	12	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	53									
5	5	13	13	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	54									
5	5	27/2	27/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	55									
5	5	14	14	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	56									
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	57									
5	5	12	12	1.5	0	0	Chord	3/4	1	2	3/8		1/4	3/2	58									
5	5	12	12	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	59									
6	6	15	15	0.0	0	0	Dynamic	3/4	1	1	0					fz								
6	6	15	15	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	60									
6	6	16	16	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	61								0	
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	62								0	
6	6	17	17	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	63								0	
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	64									
6	6	15	15	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	65									
7	7	18	18	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	66									
7	7	75/4	75/4	0.0625	3/16	3/16	Chord	3/4	1	1	1/64		1/64	1	67									
7	7	301/16	301/16	0.0625	13/64	13/64	Chord	3/4	1	1	1/64		1/64	1	68									
7	7	151/8	151/8	0.0625	7/32	7/32	Chord	3/4	1	1	1/64		1/64	1	69									
7	7	303/16	303/16	0.0625	15/64	15/64	Chord	3/4	1	1	1/64		1/64	1	70									
7	7	19	19	0.25	1/4	1/4	Chord	3/4	1	1	1/16		1/16	1	71									
7	7	77/4	77/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	72									
7	7	39/2	39/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	73									
7	7	79/4	79/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	74									
7	7	20	20	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	75									
7	7	81/4	81/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	76									
7	7	41/2	41/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	77									
7	7	83/4	83/4	0.0	11/16	11/16	Chord	3/4	1	1	0	grace16	1/16	1	78									
7	7	83/4	83/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	79									
7	7	18	18	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	80									
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	81									
7	7	20	20	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	82									
7	7	18	18	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	83									
7	7	19	19	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	84									
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	85									
8	8	21	21	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	86									
8	8	87/4	87/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	87									
8	8	22	22	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	88									
8	8	45/2	45/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					mf								
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	89									
8	8	23	23	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	90									
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	91									
8	8	21	21	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	92									
8	8	21	21	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	93									
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	94									
8	8	23	23	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	95									
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	96									
9	9	24	24	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	97									
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	98									
9	9	25	25	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p								
9	9	51/2	51/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	99									
9	9	205/8	205/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	100									
9	9	103/4	103/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	101									
9	9	207/8	207/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	102									
9	9	26	26	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	103									
9	9	209/8	209/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	104									
9	9	105/4	105/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	105									
9	9	211/8	211/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	106									
9	9	53/2	53/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	107									
9	9	213/8	213/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	108									
9	9	107/4	107/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	109									
9	9	215/8	215/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	110									
9	9	24	24	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	111									
9	9	24	24	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	112									
9	9	25	25	0.125	1/4	1/4	Chord	3/4	2	1	1/32		1/32	1	113									
9	9	201/8	201/8	0.125	9/32	9/32	Chord	3/4	2	1	1/32		1/32	1	114									
9	9	101/4	101/4	0.125	5/16	5/16	Chord	3/4	2	1	1/32		1/32	1	115									
9	9	203/8	203/8	0.125	11/32	11/32	Chord	3/4	2	1	1/32		1/32	1	116									
10	10	55/2	55/2	0.125	1/8	1/8	Chord	3/4	1	1	1/32		1/32	1	117									
10	10	221/8	221/8	0.125	5/32	5/32	Chord	3/4	1	1	1/32		1/32	1	118									
10	10	111/4	111/4	0.125	3/16	3/16	Chord	3/4	1	1	1/32		1/32	1	119									
10	10	223/8	223/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	120									
10	10	57/2	57/2	0.125	3/8	3/8	Chord	3/4	1	1	1/32		1/32	1	121									
10	10	229/8	229/8	0.125	13/32	13/32	Chord	3/4	1	1	1/32		1/32	1	122									
10	10	115/4	115/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	123									
10	10	231/8	231/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	124									
10	10	29	29	0.125	1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	125									
10	10	233/8	233/8	0.125	17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	126									
10	10	117/4	117/4	0.125	9/16	9/16	Chord	3/4	1	1	1/32		1/32	1	127									
10	10	235/8	235/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	128									
10	10	59/2	59/2	0.125	5/8	5/8	Chord	3/4	1	1	1/32		1/32	1	129									
10	10	237/8	237/8	0.125	21/32	21/32	Chord	3/4	1	1	1/32		1/32	1	130									
10	10	119/4	119/4	0.125	11/16	11/16	Chord	3/4	1	1	1/32		1/32	1	131									
10	10	239/8	239/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	132									
10	10	27	27	0.125	0	0	Chord	3/4	2	1	1/32		1/32	1	133									
10	10	217/8	217/8	0.125	1/32	1/32	Chord	3/4	2	1	1/32		1/32	1	134									
10	10	109/4	109/4	0.125	1/16	1/16	Chord	3/4	2	1	1/32		1/32	1	135									
10	10	219/8	219/8	0.125	3/32	3/32	Chord	3/4	2	1	1/32		1/32	1	136									
10	10	28	28	0.125	1/4	1/4	Chord	3/4	2	1	1/32		1/32	1	137									
10	10	225/8	225/8	0.125	9/32	9/32	Chord	3/4	2	1	1/32		1/32	1	138									
10	10	113/4	113/4	0.125	5/16	5/16	Chord	3/4	2	1	1/32		1/32	1	139									
10	10	227/8	227/8	0.125	11/32	11/32	Chord	3/4	2	1	1/32		1/32	1	140									
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	141									
11	11	30	30	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	142									
11	11	61/2	61/2	0.375	1/8	1/8	Chord	3/4	1	1	3/32		1/16	3/2	143									
11	11	247/8	247/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	144									
11	11	31	31	0.375	1/4	1/4	Chord	3/4	1	1	3/32		1/16	3/2	145									
11	11	251/8	251/8	0.125	11/32	11/32	Chord	3/4	1	1	1/32		1/32	1	146									
11	11	63/2	63/2	0.375	3/8	3/8	Chord	3/4	1	1	3/32		1/16	3/2	147									
11	11	255/8	255/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	148									
11	11	32	32	0.375	1/2	1/2	Chord	3/4	1	1	3/32		1/16	3/2	149									
11	11	259/8	259/8	0.125	19/32	19/32	Chord	3/4	1	1	1/32		1/32	1	150									
11	11	65/2	65/2	0.375	5/8	5/8	Chord	3/4	1	1	3/32		1/16	3/2	151									
11	11	263/8	263/8	0.125	23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	152									
11	11	30	30	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	153									
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	154									
11	11	31	31	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	155									
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	156									
11	11	32	32	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	157									
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	158									
12	12	33	33	0.0	0	0	Dynamic	3/4	1	1	0					fz								
12	12	33	33	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	159									
12	12	34	34	0.0	1/4	1/4	Spanner	3/4	1	1	0													0
12	12	34	34	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	160									0
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	161									0
12	12	35	35	0.0	1/2	1/2	Spanner	3/4	1	1	0													
12	12	35	35	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	162									
12	12	35	35	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	163									
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	164									
12	12	33	33	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	165									
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	166									
12	12	34	34	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	167									
12	12	69/2	69/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	168									
12	12	35	35	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	169									
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	170									
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	171									
13	13	36	36	0.0	0	0	StaffText	3/4	1	1	0						"<font size=""17.8494""/><font face=""Opus""/>"							
13	13	36	36	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	172									
13	13	147/4	147/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	173									
13	13	37	37	0.75	1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	174									
13	13	151/4	151/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	175									
13	13	38	38	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	176									
13	13	155/4	155/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	177									
13	13	36	36	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	178									
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	179									
13	13	36	36	0.75	0	0	Chord	3/4	2	1	3/16		1/8	3/2	180									
13	13	147/4	147/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	181									
13	13	37	37	0.75	1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	182									
13	13	151/4	151/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	183									
13	13	38	38	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	184									
13	13	155/4	155/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	185									
13	13	36	36	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	186									
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	187									
14	14	39	39	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	188									
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	189									
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	190									
14	14	41	41	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	191									
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	192									
14	14	39	39	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	193									
15	15	42	42	0.0	0	0	Dynamic	3/4	1	1	0					fz								
15	15	42	42	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	194									
15	15	43	43	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	195									
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	196									
15	15	44	44	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	197									
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	198									
15	15	42	42	0.375	0	0	Chord	3/4	2	1	3/32		1/16	3/2	199									
15	15	339/8	339/8	0.125	3/32	3/32	Chord	3/4	2	1	1/32		1/32	1	200									
15	15	85/2	85/2	0.375	1/8	1/8	Chord	3/4	2	1	3/32		1/16	3/2	201									
15	15	343/8	343/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	202									
15	15	43	43	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	203									
16	16	45	45	0.0	0	0	Dynamic	3/4	1	1	0					fz								
16	16	45	45	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	204									
16	16	46	46	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	205									
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	206									
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	207									
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	208									
16	16	45	45	0.375	0	0	Chord	3/4	2	1	3/32		1/16	3/2	209									
16	16	363/8	363/8	0.125	3/32	3/32	Chord	3/4	2	1	1/32		1/32	1	210									
16	16	91/2	91/2	0.375	1/8	1/8	Chord	3/4	2	1	3/32		1/16	3/2	211									
16	16	367/8	367/8	0.125	7/32	7/32	Chord	3/4	2	1	1/32		1/32	1	212									
16	16	46	46	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	213									
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	214									
16	16	47	47	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	215									
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	216									
17	17	48	48	0.0	0	0	Dynamic	3/4	1	1	0					fz								
17	17	48	48	0.0	0	0	Chord	3/4	1	1	0	grace16	1/16	1	217									
17	17	48	48	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	218									
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	219									
17	17	99/2	99/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	220									
17	17	199/4	199/4	0.125	7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	221									
17	17	399/8	399/8	0.125	15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	222									
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	223									
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	224									
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	225									
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	226									
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	227									
17	17	48	48	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	228									
17	17	49	49	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	229									
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	230									
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	231									
18	18	51	51	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	232									
18	18	52	52	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	233									
18	18	51	51	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	234									
18	18	52	52	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	235									
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	236									
18	18	53	53	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	237									
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	238									
18	18	51	51	1.5	0	0	Chord	3/4	2	2	3/8		1/4	3/2	239									
19	19	54	54	0.0	0	0	Dynamic	3/4	1	1	0					fz								
19	19	54	54	0.375	0	0	Chord	3/4	1	1	3/32		1/16	3/2	240									
19	19	435/8	435/8	0.125	3/32	3/32	Chord	3/4	1	1	1/32		1/32	1	241									
19	19	109/2	109/2	0.375	1/8	1/8	Chord	3/4	1	1	3/32		1/16	3/2	242									
19	19	439/8	439/8	0.125	7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	243									
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	244									
19	19	54	54	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	245									
19	19	55	55	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	246									
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	247									
19	19	56	56	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	248									
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	249									
20	20	57	57	0.0	0	0	Dynamic	3/4	1	1	0					fz								
20	20	57	57	0.375	0	0	Chord	3/4	1	1	3/32		1/16	3/2	250									
