mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
43	42	339/4	339/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	573						
43	42	679/8	679/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	574						
43	42	83	83	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	575						
43	42	167/2	167/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	576						
43	42	84	84	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	577						
44	43	681/8	681/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	578						
44	43	341/4	341/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	579						
44	43	683/8	683/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	580						
44	43	171/2	171/2	0.125	1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	581						
44	43	685/8	685/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	582						
44	43	343/4	343/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	583						
44	43	687/8	687/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	584						
44	43	689/8	689/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	585						
44	43	345/4	345/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	586						
44	43	691/8	691/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	587						
44	43	173/2	173/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	588						
44	43	693/8	693/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	589						
44	43	347/4	347/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	590						
44	43	695/8	695/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	591						
44	43	85	85	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	592						
44	43	86	86	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	593						
45	44	87	87	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	594						
45	44	87	87	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	595						
45	44	87	87	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	596						
45	44	705/8	705/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	597						
45	44	353/4	353/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	598						
45	44	709/8	709/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	599						
45	44	355/4	355/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	600						
45	44	87	87	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	601						
45	44	88	88	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	602						
45	44	353/4	353/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	603						
45	44	177/2	177/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	604						
45	44	355/4	355/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	605						
46	45	713/8	713/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	606						
46	45	357/4	357/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	607						
46	45	717/8	717/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	608						
46	45	359/4	359/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	609						
46	45	721/8	721/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	610						
46	45	361/4	361/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	611						20
46	45	723/8	723/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	612						
46	45	725/8	725/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	613						
46	45	363/4	363/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	614						21
46	45	727/8	727/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	615						
46	45	89	89	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	616						
46	45	357/4	357/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	617						
46	45	179/2	179/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	618						
46	45	359/4	359/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	619						
46	45	90	90	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	620						
46	45	361/4	361/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	621						
46	45	181/2	181/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	622						
46	45	363/4	363/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	623						
47	46	91	91	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	624						
47	46	92	92	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	625						22
47	46	369/4	369/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	626						
47	46	185/2	185/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	627						23
47	46	371/4	371/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	628						
47	46	91	91	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	629						
47	46	92	92	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	630						
47	46	369/4	369/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	631						
47	46	185/2	185/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	632						
47	46	371/4	371/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	633						
48	47	93	93	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	634						
48	47	93	93	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	635						
48	47	93	93	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	636						
48	47	93	93	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	637						
48	47	375/4	375/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	638						
48	47	94	94	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	639						24
48	47	377/4	377/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	640						
48	47	189/2	189/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	641						25
48	47	379/4	379/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	642						
48	47	93	93	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	643						
48	47	373/4	373/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	644						
48	47	187/2	187/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	645						
48	47	375/4	375/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	646						
48	47	94	94	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	647						
48	47	377/4	377/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	648						
48	47	189/2	189/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	649						
48	47	379/4	379/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	650						
49	48	95	95	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	651						
49	48	191/2	191/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	652						
49	48	96	96	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	653						26
49	48	385/4	385/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	654						
49	48	193/2	193/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	655						27
49	48	387/4	387/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	656						
49	48	95	95	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	657						
49	48	381/4	381/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	658						
49	48	191/2	191/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	659						
49	48	383/4	383/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	660						
49	48	96	96	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	661						
49	48	385/4	385/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	662						
49	48	193/2	193/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	663						
49	48	387/4	387/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	664						
50	49	97	97	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	665						
50	49	391/4	391/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	666						
50	49	98	98	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	667						28
50	49	393/4	393/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	668						
50	49	197/2	197/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	669						29
50	49	395/4	395/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	670						
50	49	97	97	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	671						
50	49	389/4	389/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	672						
50	49	195/2	195/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	673						
50	49	391/4	391/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	674						
50	49	98	98	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	675						
50	49	393/4	393/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	676						
50	49	197/2	197/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	677						
50	49	395/4	395/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	678						
51	50	99	99	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	679						
51	50	100	100	0.1875	1/4	1/4	Chord	2/4	1	1	3/64		1/32	3/2	680						
51	50	1603/16	1603/16	0.0625	19/64	19/64	Chord	2/4	1	1	1/64		1/64	1	681						
51	50	401/4	401/4	0.1875	5/16	5/16	Chord	2/4	1	1	3/64		1/32	3/2	682						
51	50	1607/16	1607/16	0.0625	23/64	23/64	Chord	2/4	1	1	1/64		1/64	1	683						
51	50	201/2	201/2	0.1875	3/8	3/8	Chord	2/4	1	1	3/64		1/32	3/2	684						
51	50	1611/16	1611/16	0.0625	27/64	27/64	Chord	2/4	1	1	1/64		1/64	1	685						
51	50	403/4	403/4	0.1875	7/16	7/16	Chord	2/4	1	1	3/64		1/32	3/2	686						
51	50	1615/16	1615/16	0.0625	31/64	31/64	Chord	2/4	1	1	1/64		1/64	1	687						
51	50	99	99	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	688						
51	50	199/2	199/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	689						
51	50	100	100	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	690						
51	50	401/4	401/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	691						
51	50	201/2	201/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	692						
51	50	403/4	403/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	693						
52	51	101	101	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	694						
52	51	407/4	407/4	0.0625	3/16	3/16	Chord	2/4	1	1	1/64		1/64	1	695						
52	51	1629/16	1629/16	0.125	13/64	13/64	Chord	2/4	1	1	1/32		1/32	1	696						
52	51	1631/16	1631/16	0.0625	15/64	15/64	Chord	2/4	1	1	1/64		1/64	1	697						
52	51	102	102	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	698						
52	51	817/8	817/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	699						
52	51	409/4	409/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	700						
52	51	819/8	819/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	701						
52	51	205/2	205/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	702						
52	51	821/8	821/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	703						
52	51	411/4	411/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	704						
52	51	823/8	823/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	705						
52	51	101	101	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	706						
52	51	405/4	405/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	707						
52	51	203/2	203/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	708						
52	51	407/4	407/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	709						
52	51	102	102	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	710						
52	51	409/4	409/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	711						
52	51	205/2	205/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	712						
52	51	411/4	411/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	713						
53	52	103	103	0.375	0	0	Chord	2/4	1	1	3/32		1/16	3/2	714						
53	52	827/8	827/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	715						
53	52	207/2	207/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	716						
53	52	104	104	0.1875	1/4	1/4	Chord	2/4	1	1	3/64		1/32	3/2	717						
53	52	1667/16	1667/16	0.0625	19/64	19/64	Chord	2/4	1	1	1/64		1/64	1	718						
53	52	417/4	417/4	0.1875	5/16	5/16	Chord	2/4	1	1	3/64		1/32	3/2	719						
53	52	1671/16	1671/16	0.0625	23/64	23/64	Chord	2/4	1	1	1/64		1/64	1	720						
53	52	209/2	209/2	0.1875	3/8	3/8	Chord	2/4	1	1	3/64		1/32	3/2	721						
53	52	1675/16	1675/16	0.0625	27/64	27/64	Chord	2/4	1	1	1/64		1/64	1	722						
53	52	419/4	419/4	0.1875	7/16	7/16	Chord	2/4	1	1	3/64		1/32	3/2	723						
53	52	1679/16	1679/16	0.0625	31/64	31/64	Chord	2/4	1	1	1/64		1/64	1	724						
53	52	103	103	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	725						
53	52	413/4	413/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	726						
53	52	207/2	207/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	727						
53	52	415/4	415/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	728						
53	52	104	104	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	729						
53	52	417/4	417/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	730						
53	52	209/2	209/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	731						
53	52	419/4	419/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	732						
54	53	105	105	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	733						
54	53	423/4	423/4	0.0625	3/16	3/16	Chord	2/4	1	1	1/64		1/64	1	734						
54	53	1693/16	1693/16	0.125	13/64	13/64	Chord	2/4	1	1	1/32		1/32	1	735						
54	53	1695/16	1695/16	0.0625	15/64	15/64	Chord	2/4	1	1	1/64		1/64	1	736						
54	53	106	106	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	737						
54	53	849/8	849/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	738						
54	53	425/4	425/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	739						
54	53	851/8	851/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	740						
54	53	213/2	213/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	741						
54	53	853/8	853/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	742						
54	53	427/4	427/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	743						
54	53	855/8	855/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	744						
54	53	105	105	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	745						
54	53	421/4	421/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	746						
54	53	211/2	211/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	747						
54	53	423/4	423/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	748						
54	53	106	106	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	749						
54	53	425/4	425/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	750						
54	53	213/2	213/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	751						
54	53	427/4	427/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	752						
55	54	107	107	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	753						
55	54	107	107	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	754						
55	54	107	107	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	755						
55	54	107	107	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	756						
55	54	108	108	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	757						
55	54	433/4	433/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	758						
55	54	217/2	217/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	759						
55	54	435/4	435/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	760						
55	54	107	107	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	761						
55	54	429/4	429/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	762						
55	54	215/2	215/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	763						
55	54	108	108	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	764						
55	54	433/4	433/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	765						
55	54	217/2	217/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	766						
55	54	435/4	435/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	767						
56	55	109	109	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	768						
56	55	437/4	437/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	769						
56	55	219/2	219/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	770						
56	55	439/4	439/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	771						
56	55	110	110	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	772						
56	55	441/4	441/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	773						
56	55	221/2	221/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	774						
56	55	443/4	443/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	775						
56	55	109	109	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	776						
56	55	437/4	437/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	777						
56	55	219/2	219/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	778						
56	55	439/4	439/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	779						
56	55	110	110	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	780						
56	55	441/4	441/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	781						
56	55	221/2	221/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	782						
56	55	443/4	443/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	783						
57	56	111	111	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	784						
57	56	112	112	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	785						
57	56	449/4	449/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	786						
57	56	225/2	225/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	787						
57	56	451/4	451/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	788						
57	56	111	111	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	789						
57	56	445/4	445/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	790						
57	56	223/2	223/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	791						
57	56	447/4	447/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	792						
57	56	112	112	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	793						
57	56	449/4	449/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	794						
57	56	225/2	225/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	795						
57	56	451/4	451/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	796						
58	57	113	113	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	797						
58	57	455/4	455/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	798						
58	57	114	114	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	799						
58	57	457/4	457/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	800						
58	57	229/2	229/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	801						
58	57	459/4	459/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	802						
58	57	113	113	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	803						
58	57	453/4	453/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	804						
58	57	227/2	227/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	805						
58	57	455/4	455/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	806						
58	57	114	114	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	807						
58	57	457/4	457/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	808						
58	57	229/2	229/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	809						
58	57	459/4	459/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	810						
59	58	115	115	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	811						
59	58	115	115	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	812						
59	58	115	115	0.0	0	0	Chord	2/4	1	1	0	grace16	1/16	1	813						
59	58	115	115	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	814						
59	58	116	116	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	815						
59	58	465/4	465/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	816						
59	58	233/2	233/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	817						
59	58	467/4	467/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	818						
59	58	115	115	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	819						
59	58	231/2	231/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	820						
59	58	116	116	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	821						
59	58	465/4	465/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	822						
59	58	233/2	233/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	823						
59	58	467/4	467/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	824						
60	59	117	117	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	825						
60	59	469/4	469/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	826						
60	59	235/2	235/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	827						
60	59	471/4	471/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	828						
60	59	118	118	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	829						
60	59	473/4	473/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	830						
60	59	237/2	237/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	831						
60	59	475/4	475/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	832						
60	59	117	117	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	833						
60	59	469/4	469/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	834						
60	59	235/2	235/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	835						
60	59	471/4	471/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	836						
60	59	118	118	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	837						
60	59	473/4	473/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	838						
60	59	237/2	237/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	839						
60	59	475/4	475/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	840						
61	60	119	119	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	841						
61	60	120	120	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	842						
61	60	481/4	481/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	843						
61	60	241/2	241/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	844						
61	60	483/4	483/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	845						
61	60	119	119	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	846						
61	60	477/4	477/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	847						
61	60	239/2	239/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	848						
61	60	479/4	479/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	849						
61	60	120	120	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	850						
61	60	481/4	481/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	851						
61	60	241/2	241/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	852						
61	60	483/4	483/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	853						
62	61	121	121	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	854						
62	61	487/4	487/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	855						
62	61	122	122	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	856						
62	61	489/4	489/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	857						
62	61	245/2	245/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	858						
62	61	491/4	491/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	859						
62	61	121	121	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	860						
62	61	485/4	485/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	861						
62	61	243/2	243/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	862						
62	61	487/4	487/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	863						
62	61	122	122	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	864						
