mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
14	14	0	0	2/4	1	1	#viio7/vi		E	I		#viio7/vi	#vii	o	7		vi		o7	0	0	8, 5, 2, -1		8	8
14	14	1/4	1/4	2/4	1	1	vi		E	I		vi	vi						m	0	0	3, 0, 4		3	3
14	14	3/8	3/8	2/4	1	1	IV		E	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
15	15	0	0	2/4	1	1	I		E	I		I	I						M	0	0	0, 4, 1		0	0
15	15	1/8	1/8	2/4	1	1	I6		E	I		I6	I		6				M	0	0	4, 1, 0		0	4
15	15	7/32	7/32	2/4	1	1	ii6		E	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
15	15	1/4	1/4	2/4	1	1	V(64)		E	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
15	15	3/8	3/8	2/4	1	1	V7		E	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
16	16	0	0	2/4	1	1	I\\		E	I		I	I					\\	M	0	0	0, 4, 1		0	0
16	16	1/8	1/8	2/4	1	1	V(64)		E	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
17	17	1/8	1/8	2/4	1	1	I6		E	I		I6	I		6				M	0	0	4, 1, 0		0	4
17	17	7/32	7/32	2/4	1	1	ii6		E	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
17	17	1/4	1/4	2/4	1	1	V(64)		E	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
17	17	3/8	3/8	2/4	1	1	V7		E	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
18	18	0	0	2/4	1	1	I(974)		E	I		I(974)	I			974			M	0	0	0, -1, 1	2, 5	0	0
18	18	1/4	1/4	2/4	1	1	I\\		E	I		I	I					\\	M	0	0	0, 4, 1		0	0
19	19	0	0	2/4	1	1	I		E	I		I	I						M	0	0	0, 4, 1		0	0
20	20	0	0	2/4	1	1	V(4)		E	I		V(4)	V			4			M	0	0	1, 0, 2		1	1
20	20	1/8	1/8	2/4	1	1	V		E	I		V	V						M	0	0	1, 5, 2		1	1
20	20	1/4	1/4	2/4	1	1	V7		E	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
21	21	0	0	2/4	1	1	I(4)		E	I		I(4)	I			4			M	0	0	0, -1, 1		0	0
21	21	1/8	1/8	2/4	1	1	I		E	I		I	I						M	0	0	0, 4, 1		0	0
22	22	0	0	2/4	1	1	V.V7(4)		E	V		V7(4)	V		7	4			Mm7	0	0	1, 0, 2, -1		1	1
22	22	1/8	1/8	2/4	1	1	V7		E	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
23	23	0	0	2/4	1	1	I(4)		E	V		I(4)	I			4			M	0	0	0, -1, 1		0	0
23	23	1/8	1/8	2/4	1	1	I		E	V		I	I						M	0	0	0, 4, 1		0	0
24	24	0	0	2/4	1	1	ii65		E	V		ii65	ii		65				mm7	0	0	-1, 3, 0, 2		2	-1
24	24	1/4	1/4	2/4	1	1	V43/IV		E	V		V43/IV	V		43		IV		Mm7	0	0	1, -2, 0, 4		0	1
25	25	0	0	2/4	1	1	IV6		E	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
25	25	1/4	1/4	2/4	1	1	V65/IV		E	V		V65/IV	V		65		IV		Mm7	0	0	4, 1, -2, 0		0	4
26	26	0	0	2/4	1	1	IV(4)		E	V		IV(4)	IV			4			M	0	0	-1, 5, 0		-1	-1
26	26	1/8	1/8	2/4	1	1	IV		E	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
26	26	1/4	1/4	2/4	1	1	ii		E	V		ii	ii						m	0	0	2, -1, 3		2	2
26	26	3/8	3/8	2/4	1	1	viio6		E	V		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
26	26	7/16	7/16	2/4	1	1	I		E	V		I	I						M	0	0	0, 4, 1		0	0
27	27	0	0	2/4	1	1	V\\		E	V		V	V					\\	M	0	0	1, 5, 2		1	1
27	27	5/16	5/16	2/4	1	1	V		E	V		V	V						M	0	0	1, 5, 2		1	1
28	28	0	0	2/4	1	1	IV6(2)		E	V		IV6(2)	IV		6	2			M	0	0	3, 0, 1		-1	3
28	28	5/16	5/16	2/4	1	1	IV6		E	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
29	29	0	0	2/4	1	1	viio6(2)/IV		E	V		viio6(2)/IV	vii	o	6	2	IV		o	0	0	1, -2, -1		4	1
29	29	5/16	5/16	2/4	1	1	viio6/IV		E	V		viio6/IV	vii	o	6		IV		o	0	0	1, -2, 4		4	1
29	29	7/16	7/16	2/4	1	1	#viio6/ii		E	V		#viio6/ii	#vii	o	6		ii		o	0	0	4, 1, 7		7	4
30	30	0	0	2/4	1	1	ii6(2)		E	V		ii6(2)	ii		6	2			m	0	0	-1, 3, 4		2	-1
30	30	5/16	5/16	2/4	1	1	ii6		E	V		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
31	31	0	0	2/4	1	1	V7(4)		E	V		V7(4)	V		7	4			Mm7	0	0	1, 0, 2, -1		1	1
31	31	1/8	1/8	2/4	1	1	V7\\		E	V		V7	V		7			\\	Mm7	0	0	1, 5, 2, -1		1	1
32	32	0	0	2/4	1	1	I		E	V		I	I						M	0	0	0, 4, 1		0	0
32	32	3/16	3/16	2/4	1	1	vi6		E	V		vi6	vi		6				m	0	0	0, 4, 3		3	0
32	32	1/4	1/4	2/4	1	1	V6		E	V		V6	V		6				M	0	0	5, 2, 1		1	5
32	32	5/16	5/16	2/4	1	1	IV6		E	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
32	32	3/8	3/8	2/4	1	1	iii6		E	V		iii6	iii		6				m	0	0	1, 5, 4		4	1
32	32	7/16	7/16	2/4	1	1	ii6		E	V		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
33	33	0	0	2/4	1	1	V7/ii		E	V		V7/ii	V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
33	33	1/4	1/4	2/4	1	1	ii		E	V		ii	ii						m	0	0	2, -1, 3		2	2
34	34	0	0	2/4	1	1	V7		E	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
34	34	1/8	1/8	2/4	1	1	vi		E	V		vi	vi						m	0	0	3, 0, 4		3	3
34	34	1/4	1/4	2/4	1	1	V(64)		E	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
34	34	3/8	3/8	2/4	1	1	V7		E	V		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
35	35	0	0	2/4	1	1	I		E	V		I	I						M	0	0	0, 4, 1		0	0
35	35	3/16	3/16	2/4	1	1	vi6		E	V		vi6	vi		6				m	0	0	0, 4, 3		3	0
35	35	1/4	1/4	2/4	1	1	V6		E	V		V6	V		6				M	0	0	5, 2, 1		1	5
35	35	5/16	5/16	2/4	1	1	IV6		E	V		IV6	IV		6				M	0	0	3, 0, -1		-1	3
35	35	3/8	3/8	2/4	1	1	iii6		E	V		iii6	iii		6				m	0	0	1, 5, 4		4	1
35	35	7/16	7/16	2/4	1	1	ii6		E	V		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
36	36	0	0	2/4	1	1	V7/ii		E	V		V7/ii	V		7		ii		Mm7	0	0	3, 7, 4, 1		3	3
36	36	1/4	1/4	2/4	1	1	ii		E	V		ii	ii						m	0	0	2, -1, 3		2	2
36	36	3/8	3/8	2/4	1	1	vii%7		E	V		vii%7	vii	%	7				%7	0	0	5, 2, -1, 3		5	5
37	37	0	0	2/4	1	1	I		E	V		I	I						M	0	0	0, 4, 1		0	0
37	37	1/8	1/8	2/4	1	1	IV		E	V		IV	IV						M	0	0	-1, 3, 0		-1	-1
37	37	1/4	1/4	2/4	1	1	V(64)		E	V		V(64)	V			64			M	0	0	1, 0, 4		1	1
37	37	3/8	3/8	2/4	1	1	V		E	V		V	V						M	0	0	1, 5, 2		1	1
38	38	0	0	2/4	1	1	I[I\\		E	V	I	I	I					\\	M	0	0	0, 4, 1		0	0
38	38	1/4	1/4	2/4	1	1	I.V7		E	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
39	39	0	0	2/4	1	1	V+		E	I	V	V+	V	+					+	0	0	1, 5, 9		1	1
39	39	1/8	1/8	2/4	1	1	I		E	I	V	I	I						M	0	0	0, 4, 1		0	0
39	39	7/16	7/16	2/4	1	1	V6/ii		E	I	V	V6/ii	V		6		ii		M	0	0	7, 4, 3		3	7
40	40	0	0	2/4	1	1	#viio6/ii	I6	E	I	V	#viio6/ii	#vii	o	6		ii		o	0	0	4, 1, 7		7	4
40	40	1/8	1/8	2/4	1	1	ii	V7	E	I	V	ii	ii						m	0	0	2, -1, 3		2	2
40	40	1/4	1/4	2/4	1	1	V7]		E	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
41	41	3/16	3/16	2/4	1	1	viio2		E	I		viio2	vii	o	2				o7	0	0	-4, 5, 2, -1		5	-4
41	41	1/4	1/4	2/4	1	1	V7		E	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
41	41	7/16	7/16	2/4	1	1	viio2		E	I		viio2	vii	o	2				o7	0	0	-4, 5, 2, -1		5	-4
42	42	0	0	2/4	1	1	V7(4)		E	I		V7(4)	V		7	4			Mm7	0	0	1, 0, 2, -1		1	1
42	42	3/16	3/16	2/4	1	1	V7\\		E	I		V7	V		7			\\	Mm7	0	0	1, 5, 2, -1		1	1
43	43	0	0	2/4	1	1	I[I		E	I	I	I	I						M	0	0	0, 4, 1		0	0
43	43	1/8	1/8	2/4	1	1	V6		E	I	I	V6	V		6				M	0	0	5, 2, 1		1	5
43	43	1/4	1/4	2/4	1	1	IV6		E	I	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
43	43	3/8	3/8	2/4	1	1	iii6		E	I	I	iii6	iii		6				m	0	0	1, 5, 4		4	1
44	44	0	0	2/4	1	1	ii6		E	I	I	ii6	ii		6				m	0	0	-1, 3, 2		2	-1
44	44	1/8	1/8	2/4	1	1	viio6		E	I	I	viio6	vii	o	6				o	0	0	2, -1, 5		5	2
44	44	1/4	1/4	2/4	1	1	I]		E	I	I	I	I						M	0	0	0, 4, 1		0	0
45	45	0	0	2/4	1	1	viio6		E	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
45	45	1/8	1/8	2/4	1	1	vi6		E	I		vi6	vi		6				m	0	0	0, 4, 3		3	0
45	45	1/4	1/4	2/4	1	1	V6		E	I		V6	V		6				M	0	0	5, 2, 1		1	5
45	45	3/8	3/8	2/4	1	1	V7/V		E	I		V7/V	V		7		V		Mm7	0	0	2, 6, 3, 0		2	2
46	46	0	0	2/4	1	1	V(9#74)		E	I		V(9#74)	V			9#74			M	0	0	1, 0, 2	3, 6	1	1
46	46	1/4	1/4	2/4	1	1	V\\		E	I		V	V					\\	M	0	0	1, 5, 2		1	1
46	46	3/8	3/8	2/4	1	1	V		E	I		V	V						M	0	0	1, 5, 2		1	1
47	47	0	0	2/4	1	1	#viio7/ii		E	I		#viio7/ii	#vii	o	7		ii		o7	0	0	7, 4, 1, -2		7	7
47	47	1/4	1/4	2/4	1	1	ii		E	I		ii	ii						m	0	0	2, -1, 3		2	2
48	48	0	0	2/4	1	1	V		E	I		V	V						M	0	0	1, 5, 2		1	1
48	48	1/4	1/4	2/4	1	1	I		E	I		I	I						M	0	0	0, 4, 1		0	0
49	49	0	0	2/4	1	1	IV[IV		E	I	IV	IV	IV						M	0	0	-1, 3, 0		-1	-1
49	49	1/8	1/8	2/4	1	1	I6		E	I	IV	I6	I		6				M	0	0	4, 1, 0		0	4
49	49	1/4	1/4	2/4	1	1	ii7]		E	I	IV	ii7	ii		7				mm7	0	0	2, -1, 3, 0		2	2
49	49	3/8	3/8	2/4	1	1	vii%7/V		E	I		vii%7/V	vii	%	7		V		%7	0	0	6, 3, 0, 4		6	6
50	50	0	0	2/4	1	1	V(64)		E	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
50	50	1/4	1/4	2/4	1	1	V\\		E	I		V	V					\\	M	0	0	1, 5, 2		1	1
51	51	0	0	2/4	1	1	i.i		E	i		i	i						m	0	1	0, -3, 1		0	0
52	52	0	0	2/4	1	1	V(4)		E	i		V(4)	V			4			M	0	1	1, 0, 2		1	1
52	52	1/8	1/8	2/4	1	1	V		E	i		V	V						M	0	1	1, 5, 2		1	1
52	52	1/4	1/4	2/4	1	1	V7		E	i		V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
53	53	0	0	2/4	1	1	iv.V(4)		E	iv		V(4)	V			4			M	0	1	1, 0, 2		1	1
53	53	1/8	1/8	2/4	1	1	V		E	iv		V	V						M	0	1	1, 5, 2		1	1
53	53	1/4	1/4	2/4	1	1	V7		E	iv		V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
54	54	0	0	2/4	1	1	i(4)		E	iv		i(4)	i			4			m	0	1	0, -1, 1		0	0
54	54	1/8	1/8	2/4	1	1	i		E	iv		i	i						m	0	1	0, -3, 1		0	0
54	54	1/4	1/4	2/4	1	1	#viio6(2)		E	iv		#viio6(2)	#vii	o	6	2			o	0	1	2, -1, 0		5	2
54	54	3/8	3/8	2/4	1	1	#viio6		E	iv		#viio6	#vii	o	6				o	0	1	2, -1, 5		5	2
54	54	7/16	7/16	2/4	1	1	iio6		E	iv		iio6	ii	o	6				o	0	1	-1, -4, 2		2	-1
55	55	0	0	2/4	1	1	i6(2)		E	iv		i6(2)	i		6	2			m	0	1	-3, 1, 2		0	-3
55	55	1/8	1/8	2/4	1	1	i6		E	iv		i6	i		6				m	0	1	-3, 1, 0		0	-3
55	55	1/4	1/4	2/4	1	1	V6(6)		E	iv		V6(6)	V		6	6			M	0	1	5, -3, 1		1	5
55	55	3/8	3/8	2/4	1	1	V6		E	iv		V6	V		6				M	0	1	5, 2, 1		1	5
55	55	7/16	7/16	2/4	1	1	V7		E	iv		V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
56	56	0	0	2/4	1	1	i(#74)		E	iv		i(#74)	i			#74			m	0	1	0, -1, 1	5	0	0
56	56	1/8	1/8	2/4	1	1	i		E	iv		i	i						m	0	1	0, -3, 1		0	0
56	56	3/16	3/16	2/4	1	1	.bIII.vi6		E	bIII		vi6	vi		6				m	0	0	0, 4, 3		3	0
56	56	1/4	1/4	2/4	1	1	V6(2)		E	bIII		V6(2)	V		6	2			M	0	0	5, 2, 3		1	5
56	56	3/8	3/8	2/4	1	1	V6		E	bIII		V6	V		6				M	0	0	5, 2, 1		1	5
56	56	7/16	7/16	2/4	1	1	V7		E	bIII		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
57	57	0	0	2/4	1	1	I(74)		E	bIII		I(74)	I			74			M	0	0	0, -1, 1	5	0	0
57	57	1/8	1/8	2/4	1	1	I		E	bIII		I	I						M	0	0	0, 4, 1		0	0
57	57	1/4	1/4	2/4	1	1	IV(9)	ii6(+4)	E	bIII		IV(9)	IV			9			M	0	0	-1, 3, 0	1	-1	-1
57	57	3/8	3/8	2/4	1	1	ii6		E	bIII		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
57	57	7/16	7/16	2/4	1	1	vii%7/V		E	bIII		vii%7/V	vii	%	7		V		%7	0	0	6, 3, 0, 4		6	6
58	58	0	0	2/4	1	1	V\\		E	bIII		V	V					\\	M	0	0	1, 5, 2		1	1
58	58	5/16	5/16	2/4	1	1	.biii.V		E	biii		V	V						M	0	1	1, 5, 2		1	1
59	59	0	0	2/4	1	1	iv6(2)		E	biii		iv6(2)	iv		6	2			m	0	1	-4, 0, 1		-1	-4
59	59	5/16	5/16	2/4	1	1	iv6		E	biii		iv6	iv		6				m	0	1	-4, 0, -1		-1	-4
60	60	0	0	2/4	1	1	V7(4)		E	biii		V7(4)	V		7	4			Mm7	0	1	1, 0, 2, -1		1	1
60	60	1/4	1/4	2/4	1	1	V7		E	biii		V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
61	61	0	0	2/4	1	1	i		E	biii		i	i						m	0	1	0, -3, 1		0	0
62	62	0	0	2/4	1	1	vii(2)		E	biii		vii(2)	vii			2			m	0	1	0, -5, -1		-2	0
62	62	5/16	5/16	2/4	1	1	vii		E	biii		vii	vii						m	0	1	-2, -5, -1		-2	-2
63	63	0	0	2/4	1	1	#viio7/iv		E	biii		#viio7/iv	#vii	o	7		iv		o7	0	1	4, 1, -2, -5		4	4
63	63	1/8	1/8	2/4	1	1	V7/iv		E	biii		V7/iv	V		7		iv		Mm7	0	1	0, 4, 1, -2		0	0
63	63	1/4	1/4	2/4	1	1	iv		E	biii		iv	iv						m	0	1	-1, -4, 0		-1	-1
63	63	3/8	3/8	2/4	1	1	V65/V		E	biii		V65/V	V		65		V		Mm7	0	1	6, 3, 0, 2		2	6
64	64	0	0	2/4	1	1	V[V		E	biii	V	V	V						M	0	1	1, 5, 2		1	1
64	64	1/4	1/4	2/4	1	1	.bIII.viio/V		E	bIII	V	viio/V	vii	o			V		o	0	0	6, 3, 0		6	6
65	65	0	0	2/4	1	1	V7		E	bIII	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
65	65	1/4	1/4	2/4	1	1	#viio6/ii	V(6#4)	E	bIII	V	#viio6/ii	#vii	o	6		ii		o	0	0	4, 1, 7		7	4
66	66	0	0	2/4	1	1	V7]\\		E	bIII	V	V7	V		7			\\	Mm7	0	0	1, 5, 2, -1		1	1
67	67	0	0	2/4	1	1	I[I		E	bIII	I	I	I						M	0	0	0, 4, 1		0	0
67	67	3/16	3/16	2/4	1	1	V6		E	bIII	I	V6	V		6				M	0	0	5, 2, 1		1	5
67	67	1/4	1/4	2/4	1	1	IV6		E	bIII	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
67	67	3/8	3/8	2/4	1	1	iii6		E	bIII	I	iii6	iii		6				m	0	0	1, 5, 4		4	1
68	68	0	0	2/4	1	1	ii6		E	bIII	I	ii6	ii		6				m	0	0	-1, 3, 2		2	-1
68	68	1/8	1/8	2/4	1	1	viio6		E	bIII	I	viio6	vii	o	6				o	0	0	2, -1, 5		5	2
68	68	1/4	1/4	2/4	1	1	I]		E	bIII	I	I	I						M	0	0	0, 4, 1		0	0
69	69	0	0	2/4	1	1	V[V7		E	bIII	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
69	69	1/8	1/8	2/4	1	1	vi6		E	bIII	V	vi6	vi		6				m	0	0	0, 4, 3		3	0
69	69	1/4	1/4	2/4	1	1	V		E	bIII	V	V	V						M	0	0	1, 5, 2		1	1
69	69	3/8	3/8	2/4	1	1	viio6/V		E	bIII	V	viio6/V	vii	o	6		V		o	0	0	3, 0, 6		6	3
70	70	1/4	1/4	2/4	1	1	V\\		E	bIII	V	V	V					\\	M	0	0	1, 5, 2		1	1
70	70	3/8	3/8	2/4	1	1	V]		E	bIII	V	V	V						M	0	0	1, 5, 2		1	1
71	71	0	0	2/4	1	1	#viio7/ii		E	bIII		#viio7/ii	#vii	o	7		ii		o7	0	0	7, 4, 1, -2		7	7
71	71	1/4	1/4	2/4	1	1	ii(4)		E	bIII		ii(4)	ii			4			m	0	0	2, 1, 3		2	2
71	71	3/8	3/8	2/4	1	1	ii		E	bIII		ii	ii						m	0	0	2, -1, 3		2	2
72	72	0	0	2/4	1	1	viio7		E	bIII		viio7	vii	o	7				o7	0	0	5, 2, -1, -4		5	5
72	72	1/4	1/4	2/4	1	1	I(4)		E	bIII		I(4)	I			4			M	0	0	0, -1, 1		0	0
72	72	3/8	3/8	2/4	1	1	I		E	bIII		I	I						M	0	0	0, 4, 1		0	0
73	73	0	0	2/4	1	1	ii6		E	bIII		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
73	73	1/4	1/4	2/4	1	1	V(64)		E	bIII		V(64)	V			64			M	0	0	1, 0, 4		1	1
73	73	3/8	3/8	2/4	1	1	V7		E	bIII		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
74	74	0	0	2/4	1	1	I(974)		E	bIII		I(974)	I			974			M	0	0	0, -1, 1	2, 5	0	0
74	74	1/4	1/4	2/4	1	1	I\\		E	bIII		I	I					\\	M	0	0	0, 4, 1		0	0
74	74	3/8	3/8	2/4	1	1	i.V[V		E	i	V	V	V						M	0	1	1, 5, 2		1	1
75	75	0	0	2/4	1	1	V7		E	i	V	V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
75	75	1/4	1/4	2/4	1	1	i		E	i	V	i	i						m	0	1	0, -3, 1		0	0
75	75	3/8	3/8	2/4	1	1	viio43/V		E	i	V	viio43/V	vii	o	43		V		o7	0	1	0, -3, 6, 3		6	0
76	76	0	0	2/4	1	1	V7		E	i	V	V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
76	76	1/4	1/4	2/4	1	1	i		E	i	V	i	i						m	0	1	0, -3, 1		0	0
76	76	3/8	3/8	2/4	1	1	viio43/V		E	i	V	viio43/V	vii	o	43		V		o7	0	1	0, -3, 6, 3		6	0
77	77	0	0	2/4	1	1	V7		E	i	V	V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
77	77	1/4	1/4	2/4	1	1	i		E	i	V	i	i						m	0	1	0, -3, 1		0	0
78	78	0	0	2/4	1	1	V7		E	i	V	V7	V		7				Mm7	0	1	1, 5, 2, -1		1	1
78	78	1/4	1/4	2/4	1	1	i		E	i	V	i	i						m	0	1	0, -3, 1		0	0
79	79	0	0	2/4	1	1	iio6		E	i	V	iio6	ii	o	6				o	0	1	-1, -4, 2		2	-1
79	79	1/4	1/4	2/4	1	1	#viio6/iv		E	i	V	#viio6/iv	#vii	o	6		iv		o	0	1	1, -2, 4		4	1
80	80	0	0	2/4	1	1	iv6		E	i	V	iv6	iv		6				m	0	1	-4, 0, -1		-1	-4
80	80	1/8	1/8	2/4	1	1	III6		E	i	V	III6	III		6				M	0	1	1, -2, -3		-3	1
80	80	1/4	1/4	2/4	1	1	iio6		E	i	V	iio6	ii	o	6				o	0	1	-1, -4, 2		2	-1
80	80	3/8	3/8	2/4	1	1	i6		E	i	V	i6	i		6				m	0	1	-3, 1, 0		0	-3
81	81	0	0	2/4	1	1	#viio6		E	i	V	#viio6	#vii	o	6				o	0	1	2, -1, 5		5	2
81	81	1/8	1/8	2/4	1	1	VI6		E	i	V	VI6	VI		6				M	0	1	0, -3, -4		-4	0
81	81	1/4	1/4	2/4	1	1	V6		E	i	V	V6	V		6				M	0	1	5, 2, 1		1	5
81	81	3/8	3/8	2/4	1	1	viio6/V		E	i	V	viio6/V	vii	o	6		V		o	0	1	3, 0, 6		6	3
82	82	0	0	2/4	1	1	V]\\		E	i	V	V	V					\\	M	0	1	1, 5, 2		1	1
82	82	1/4	1/4	2/4	1	1	I.V2		E	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
83	83	0	0	2/4	1	1	I[I		E	I	I	I	I						M	0	0	0, 4, 1		0	0
83	83	3/16	3/16	2/4	1	1	V6		E	I	I	V6	V		6				M	0	0	5, 2, 1		1	5
83	83	1/4	1/4	2/4	1	1	IV6		E	I	I	IV6	IV		6				M	0	0	3, 0, -1		-1	3
83	83	3/8	3/8	2/4	1	1	iii6		E	I	I	iii6	iii		6				m	0	0	1, 5, 4		4	1
84	84	0	0	2/4	1	1	ii6		E	I	I	ii6	ii		6				m	0	0	-1, 3, 2		2	-1
