mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	special	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
24	24	5/8	V		e	III		V	V							M	1	0	1, 5, 2		1	1
25	25	0	I		e	III		I	I							M	1	0	0, 4, 1		0	0
25	25	1/2	I6		e	III		I6	I			6				M	1	0	4, 1, 0		0	4
26	26	0	ii		e	III		ii	ii							m	1	0	2, -1, 3		2	2
26	26	5/8	iv64		e	III		iv64	iv			64				m	1	0	0, -1, -4		-1	0
27	27	0	V65		e	III		V65	V			65				Mm7	1	0	5, 2, -1, 1		1	5
28	28	0	I\\		e	III		I	I						\\	M	1	0	0, 4, 1		0	0
28	28	1/2	I		e	III		I	I							M	1	0	0, 4, 1		0	0
28	28	5/8	viio6		e	III		viio6	vii		o	6				o	1	0	2, -1, 5		5	2
29	29	0	I6		e	III		I6	I			6				M	1	0	4, 1, 0		0	4
30	30	0	ii6		e	III		ii6	ii			6				m	1	0	-1, 3, 2		2	-1
31	31	0	viio6/IV		e	III		viio6/IV	vii		o	6		IV		o	1	0	1, -2, 4		4	1
32	32	0	IV\\		e	III		IV	IV						\\	M	1	0	-1, 3, 0		-1	-1
32	32	1/2	IV6		e	III		IV6	IV			6				M	1	0	3, 0, -1		-1	3
33	33	0	.Ger6		e	III		Ger6	vii	Ger	o	65	b3	V		M	1	0	-4, 0, -3, 6		6	-4
34	34	0	V		e	III		V	V							M	1	0	1, 5, 2		1	1
34	34	5/8	viio		e	III		viio	vii		o					o	1	0	5, 2, -1		5	5
35	35	0	I		e	III		I	I							M	1	0	0, 4, 1		0	0
35	35	1/4	V6		e	III		V6	V			6				M	1	0	5, 2, 1		1	5
35	35	3/8	vi		e	III		vi	vi							m	1	0	3, 0, 4		3	3
35	35	5/8	iii6		e	III		iii6	iii			6				m	1	0	1, 5, 4		4	1
36	36	0	IV		e	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
36	36	1/4	I6		e	III		I6	I			6				M	1	0	4, 1, 0		0	4
36	36	3/8	ii		e	III		ii	ii							m	1	0	2, -1, 3		2	2
36	36	5/8	vi6		e	III		vi6	vi			6				m	1	0	0, 4, 3		3	0
37	37	0	V65		e	III		V65	V			65				Mm7	1	0	5, 2, -1, 1		1	5
37	37	3/8	I		e	III		I	I							M	1	0	0, 4, 1		0	0
37	37	5/8	I6		e	III		I6	I			6				M	1	0	4, 1, 0		0	4
38	38	0	V65		e	III		V65	V			65				Mm7	1	0	5, 2, -1, 1		1	5
38	38	3/8	I		e	III		I	I							M	1	0	0, 4, 1		0	0
38	38	5/8	I6		e	III		I6	I			6				M	1	0	4, 1, 0		0	4
39	39	0	ii6		e	III		ii6	ii			6				m	1	0	-1, 3, 2		2	-1
39	39	1/4	V7		e	III		V7	V			7				Mm7	1	0	1, 5, 2, -1		1	1
39	39	3/8	vi		e	III		vi	vi							m	1	0	3, 0, 4		3	3
39	39	5/8	viio6/V		e	III		viio6/V	vii		o	6		V		o	1	0	3, 0, 6		6	3
40	40	0	V\\		e	III		V	V						\\	M	1	0	1, 5, 2		1	1
40	40	1/2	V6		e	III		V6	V			6				M	1	0	5, 2, 1		1	5
40	40	5/8	V43		e	III		V43	V			43				Mm7	1	0	2, -1, 1, 5		1	2
41	41	0	I		e	III		I	I							M	1	0	0, 4, 1		0	0
41	41	5/8	viio/V		e	III		viio/V	vii		o			V		o	1	0	6, 3, 0		6	6
42	42	0	V		e	III		V	V							M	1	0	1, 5, 2		1	1
42	42	1/2	V6		e	III		V6	V			6				M	1	0	5, 2, 1		1	5
42	42	5/8	V43		e	III		V43	V			43				Mm7	1	0	2, -1, 1, 5		1	2
43	43	0	I		e	III		I	I							M	1	0	0, 4, 1		0	0
43	43	5/8	viio/V		e	III		viio/V	vii		o			V		o	1	0	6, 3, 0		6	6
44	44	0	V\\		e	III		V	V						\\	M	1	0	1, 5, 2		1	1
44	44	5/8	V		e	III		V	V							M	1	0	1, 5, 2		1	1
45	45	0	I		e	III		I	I							M	1	0	0, 4, 1		0	0
45	45	1/4	V7		e	III		V7	V			7				Mm7	1	0	1, 5, 2, -1		1	1
45	45	3/8	I		e	III		I	I							M	1	0	0, 4, 1		0	0
45	45	5/8	V7		e	III		V7	V			7				Mm7	1	0	1, 5, 2, -1		1	1
46	46	0	I		e	III		I	I							M	1	0	0, 4, 1		0	0
46	46	5/8	V43/vi		e	III		V43/vi	V			43		vi		Mm7	1	0	5, 2, 4, 8		4	5
47	47	0	vi		e	III		vi	vi							m	1	0	3, 0, 4		3	3
47	47	1/4	V7/vi		e	III		V7/vi	V			7		vi		Mm7	1	0	4, 8, 5, 2		4	4
47	47	3/8	vi		e	III		vi	vi							m	1	0	3, 0, 4		3	3
47	47	5/8	V7/vi		e	III		V7/vi	V			7		vi		Mm7	1	0	4, 8, 5, 2		4	4
48	48	0	vi		e	III		vi	vi							m	1	0	3, 0, 4		3	3
48	48	5/8	V43/IV		e	III		V43/IV	V			43		IV		Mm7	1	0	1, -2, 0, 4		0	1
49	49	0	IV		e	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
49	49	1/4	V7/IV		e	III		V7/IV	V			7		IV		Mm7	1	0	0, 4, 1, -2		0	0
49	49	3/8	IV		e	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
49	49	5/8	V7/IV		e	III		V7/IV	V			7		IV		Mm7	1	0	0, 4, 1, -2		0	0
50	50	0	IV\\		e	III		IV	IV						\\	M	1	0	-1, 3, 0		-1	-1
50	50	5/8	IV		e	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
51	51	1/4	V65/V		e	III		V65/V	V			65		V		Mm7	1	0	6, 3, 0, 2		2	6
51	51	3/8	V		e	III		V	V							M	1	0	1, 5, 2		1	1
52	52	1/4	V65		e	III		V65	V			65				Mm7	1	0	5, 2, -1, 1		1	5
52	52	3/8	I		e	III		I	I							M	1	0	0, 4, 1		0	0
53	53	0	viio		e	III		viio	vii		o					o	1	0	5, 2, -1		5	5
53	53	3/8	iio64		e	III		iio64	ii		o	64				o	1	0	-4, 2, -1		2	-4
54	54	0	V7		e	III		V7	V			7				Mm7	1	0	1, 5, 2, -1		1	1
54	54	3/8	iio64		e	III		iio64	ii		o	64				o	1	0	-4, 2, -1		2	-4
55	55	0	V7\\		e	III		V7	V			7			\\	Mm7	1	0	1, 5, 2, -1		1	1
56	56	0	I		e	III		I	I							M	1	0	0, 4, 1		0	0
56	56	1/4	I6		e	III		I6	I			6				M	1	0	4, 1, 0		0	4
56	56	3/8	IV		e	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
56	56	5/8	ii6		e	III		ii6	ii			6				m	1	0	-1, 3, 2		2	-1
57	57	0	V(64)		e	III		V(64)	V				64			M	1	0	1, 0, 4		1	1
57	57	3/8	V		e	III		V	V							M	1	0	1, 5, 2		1	1
58	58	0	I\\		e	III		I	I						\\	M	1	0	0, 4, 1		0	0
58	58	3/8	I		e	III		I	I							M	1	0	0, 4, 1		0	0
59	59	0	ii		e	III		ii	ii							m	1	0	2, -1, 3		2	2
59	59	3/8	viio		e	III		viio	vii		o					o	1	0	5, 2, -1		5	5
60	60	0	I		e	III		I	I							M	1	0	0, 4, 1		0	0
60	60	3/8	vi		e	III		vi	vi							m	1	0	3, 0, 4		3	3
61	61	0	ii6		e	III		ii6	ii			6				m	1	0	-1, 3, 2		2	-1
61	61	3/8	V		e	III		V	V							M	1	0	1, 5, 2		1	1
62	62	0	I[I\\		e	III	I	I	I						\\	M	1	0	0, 4, 1		0	0
62	62	1/2	ii		e	III	I	ii	ii							m	1	0	2, -1, 3		2	2
63	63	0	I		e	III	I	I	I							M	1	0	0, 4, 1		0	0
63	63	1/2	ii6		e	III	I	ii6	ii			6				m	1	0	-1, 3, 2		2	-1
64	64	0	I]		e	III	I	I	I							M	1	0	0, 4, 1		0	0
65	65	0	i.V43		e	i		V43	V			43				Mm7	1	1	2, -1, 1, 5		1	2
66	66	0	i		e	i		i	i							m	1	1	0, -3, 1		0	0
67	67	0	V\\		e	i		V	V						\\	M	1	1	1, 5, 2		1	1
68	68	0	i		e	i		i	i							m	1	1	0, -3, 1		0	0
68	68	5/8	iv.V6		e	iv		V6	V			6				M	1	1	5, 2, 1		1	5
69	69	0	i		e	iv		i	i							m	1	1	0, -3, 1		0	0
69	69	1/8	V6		e	iv		V6	V			6				M	1	1	5, 2, 1		1	5
69	69	1/4	i		e	iv		i	i							m	1	1	0, -3, 1		0	0
69	69	3/8	V6		e	iv		V6	V			6				M	1	1	5, 2, 1		1	5
70	70	0	V		e	iv		V	V							M	1	1	1, 5, 2		1	1
70	70	3/8	V65		e	iv		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
71	71	0	i		e	iv		i	i							m	1	1	0, -3, 1		0	0
71	71	5/8	vii.V6		e	vii		V6	V			6				M	1	1	5, 2, 1		1	5
72	72	0	i		e	vii		i	i							m	1	1	0, -3, 1		0	0
72	72	1/8	V6		e	vii		V6	V			6				M	1	1	5, 2, 1		1	5
72	72	1/4	i		e	vii		i	i							m	1	1	0, -3, 1		0	0
72	72	3/8	V6		e	vii		V6	V			6				M	1	1	5, 2, 1		1	5
73	73	0	V		e	vii		V	V							M	1	1	1, 5, 2		1	1
73	73	3/8	V65		e	vii		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
74	74	0	i		e	vii		i	i							m	1	1	0, -3, 1		0	0
74	74	5/8	i6		e	vii		i6	i			6				m	1	1	-3, 1, 0		0	-3
75	75	0	iv		e	vii		iv	iv							m	1	1	-1, -4, 0		-1	-1
75	75	1/8	i6		e	vii		i6	i			6				m	1	1	-3, 1, 0		0	-3
75	75	1/4	iv		e	vii		iv	iv							m	1	1	-1, -4, 0		-1	-1
75	75	3/8	i6		e	vii		i6	i			6				m	1	1	-3, 1, 0		0	-3
76	76	0	i		e	vii		i	i							m	1	1	0, -3, 1		0	0
76	76	5/8	i6		e	vii		i6	i			6				m	1	1	-3, 1, 0		0	-3
77	77	0	iv		e	vii		iv	iv							m	1	1	-1, -4, 0		-1	-1
77	77	1/8	i6		e	vii		i6	i			6				m	1	1	-3, 1, 0		0	-3
77	77	1/4	iv		e	vii		iv	iv							m	1	1	-1, -4, 0		-1	-1
77	77	3/8	i6\\		e	vii		i6	i			6			\\	m	1	1	-3, 1, 0		0	-3
78	78	0	i		e	vii		i	i							m	1	1	0, -3, 1		0	0
78	78	3/8	iv		e	vii		iv	iv							m	1	1	-1, -4, 0		-1	-1
79	79	0	V7/III		e	vii		V7/III	V			7		III		Mm7	1	1	-2, 2, -1, -4		-2	-2
79	79	3/8	III		e	vii		III	III							M	1	1	-3, 1, -2		-3	-3
80	80	0	VI		e	vii		VI	VI							M	1	1	-4, 0, -3		-4	-4
80	80	3/8	ii		e	vii		ii	ii							m	1	1	2, -1, 3		2	2
81	81	0	V7		e	vii		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
81	81	3/8	i\\		e	vii		i	i						\\	m	1	1	0, -3, 1		0	0
81	81	1/2	V43		e	vii		V43	V			43				Mm7	1	1	2, -1, 1, 5		1	2
82	82	0	i		e	vii		i	i							m	1	1	0, -3, 1		0	0
82	82	1/4	i6		e	vii		i6	i			6				m	1	1	-3, 1, 0		0	-3
82	82	3/8	#viio6		e	vii		#viio6	#vii		o	6				o	1	1	2, -1, 5		5	2
82	82	1/2	i		e	vii		i	i							m	1	1	0, -3, 1		0	0
83	83	0	V7		e	vii		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
83	83	1/8	VI		e	vii		VI	VI							M	1	1	-4, 0, -3		-4	-4
83	83	1/4	iio		e	vii		iio	ii		o					o	1	1	2, -1, -4		2	2
83	83	3/8	V(64)		e	vii		V(64)	V				64			M	1	1	1, 0, -3		1	1
83	83	5/8	V\\		e	vii		V	V						\\	M	1	1	1, 5, 2		1	1
84	84	0	i6		e	vii		i6	i			6				m	1	1	-3, 1, 0		0	-3
84	84	3/8	#viio6		e	vii		#viio6	#vii		o	6				o	1	1	2, -1, 5		5	2
84	84	1/2	i		e	vii		i	i							m	1	1	0, -3, 1		0	0
85	85	0	V65		e	vii		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
85	85	1/8	i		e	vii		i	i							m	1	1	0, -3, 1		0	0
85	85	1/4	iv		e	vii		iv	iv							m	1	1	-1, -4, 0		-1	-1
85	85	3/8	.bII.V(64)		e	bII		V(64)	V				64			M	1	0	1, 0, 4		1	1
85	85	5/8	V\\		e	bII		V	V						\\	M	1	0	1, 5, 2		1	1
86	86	0	I		e	bII		I	I							M	1	0	0, 4, 1		0	0
86	86	5/8	I6		e	bII		I6	I			6				M	1	0	4, 1, 0		0	4
87	87	0	IV		e	bII		IV	IV							M	1	0	-1, 3, 0		-1	-1
87	87	1/8	I6		e	bII		I6	I			6				M	1	0	4, 1, 0		0	4
87	87	1/4	IV		e	bII		IV	IV							M	1	0	-1, 3, 0		-1	-1
87	87	3/8	I6		e	bII		I6	I			6				M	1	0	4, 1, 0		0	4
87	87	1/2	viio6(2)		e	bII		viio6(2)	vii		o	6	2			o	1	0	2, -1, 0		5	2
87	87	5/8	I		e	bII		I	I							M	1	0	0, 4, 1		0	0
88	88	0	IV6		e	bII		IV6	IV			6				M	1	0	3, 0, -1		-1	3
88	88	1/8	V(64)		e	bII		V(64)	V				64			M	1	0	1, 0, 4		1	1
88	88	1/4	IV6		e	bII		IV6	IV			6				M	1	0	3, 0, -1		-1	3
88	88	3/8	V(64)		e	bII		V(64)	V				64			M	1	0	1, 0, 4		1	1
88	88	1/2	viio64(2)		e	bII		viio64(2)	vii		o	64	2			o	1	0	-1, 0, 2		5	-1
88	88	5/8	I6		e	bII		I6	I			6				M	1	0	4, 1, 0		0	4
89	89	0	IV		e	bII		IV	IV							M	1	0	-1, 3, 0		-1	-1
89	89	1/8	I6		e	bII		I6	I			6				M	1	0	4, 1, 0		0	4
89	89	1/4	IV		e	bII		IV	IV							M	1	0	-1, 3, 0		-1	-1
89	89	3/8	I6		e	bII		I6	I			6				M	1	0	4, 1, 0		0	4
89	89	1/2	viio6(2)		e	bII		viio6(2)	vii		o	6	2			o	1	0	2, -1, 0		5	2
89	89	5/8	I		e	bII		I	I							M	1	0	0, 4, 1		0	0
90	90	0	V7/V		e	bII		V7/V	V			7		V		Mm7	1	0	2, 6, 3, 0		2	2
90	90	3/8	V7		e	bII		V7	V			7				Mm7	1	0	1, 5, 2, -1		1	1
91	91	0	V7/IV		e	bII		V7/IV	V			7		IV		Mm7	1	0	0, 4, 1, -2		0	0
91	91	3/8	i.V65/III		e	i		V65/III	V			65		III		Mm7	1	1	2, -1, -4, -2		-2	2
92	92	0	V7/VI		e	i		V7/VI	V			7		VI		Mm7	1	1	-3, 1, -2, -5		-3	-3
92	92	3/8	V65/iv		e	i		V65/iv	V			65		iv		Mm7	1	1	4, 1, -2, 0		0	4
93	93	0	iv\\		e	i		iv	iv						\\	m	1	1	-1, -4, 0		-1	-1
93	93	3/8	iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
94	94	0	iio		e	i		iio	ii		o					o	1	1	2, -1, -4		2	2
94	94	3/8	i		e	i		i	i							m	1	1	0, -3, 1		0	0
95	95	0	V[V		e	i	V	V	V							M	1	1	1, 5, 2		1	1
95	95	5/8	V7		e	i	V	V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
96	96	0	i		e	i	V	i	i							m	1	1	0, -3, 1		0	0
96	96	5/8	viio/V		e	i	V	viio/V	vii		o			V		o	1	1	6, 3, 0		6	6
97	97	0	V		e	i	V	V	V							M	1	1	1, 5, 2		1	1
97	97	5/8	V7		e	i	V	V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
98	98	0	i		e	i	V	i	i							m	1	1	0, -3, 1		0	0
98	98	5/8	viio/V		e	i	V	viio/V	vii		o			V		o	1	1	6, 3, 0		6	6
99	99	0	V\\		e	i	V	V	V						\\	M	1	1	1, 5, 2		1	1
99	99	5/8	V]		e	i	V	V	V							M	1	1	1, 5, 2		1	1
100	100	0	i		e	i		i	i							m	1	1	0, -3, 1		0	0
100	100	1/2	i6		e	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
101	101	0	iio		e	i		iio	ii		o					o	1	1	2, -1, -4		2	2
101	101	5/8	iv64	VI6	e	i		iv64	iv			64				m	1	1	0, -1, -4		-1	0
102	102	0	V65		e	i		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
103	103	0	i\\		e	i		i	i						\\	m	1	1	0, -3, 1		0	0
103	103	1/2	i		e	i		i	i							m	1	1	0, -3, 1		0	0
103	103	5/8	iio	#viio6	e	i		iio	ii		o					o	1	1	2, -1, -4		2	2
104	104	0	i6		e	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
105	105	0	iio6		e	i		iio6	ii		o	6				o	1	1	-1, -4, 2		2	-1
106	106	0	#viio6/iv		e	i		#viio6/iv	#vii		o	6		iv		o	1	1	1, -2, 4		4	1
107	107	0	iv6		e	i		iv6	iv			6				m	1	1	-4, 0, -1		-1	-4
108	108	0	.Ger6		e	i		Ger6	vii	Ger	o	65	b3	V		M	1	1	-4, 0, -3, 6		6	-4
109	109	0	V		e	i		V	V							M	1	1	1, 5, 2		1	1
109	109	5/8	#viio		e	i		#viio	#vii		o					o	1	1	5, 2, -1		5	5
110	110	0	i		e	i		i	i							m	1	1	0, -3, 1		0	0
110	110	1/4	v6		e	i		v6	v			6				m	1	1	-2, 2, 1		1	-2
110	110	3/8	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
110	110	5/8	III6		e	i		III6	III			6				M	1	1	1, -2, -3		-3	1
111	111	0	iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
111	111	1/4	i6		e	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
111	111	3/8	iio		e	i		iio	ii		o					o	1	1	2, -1, -4		2	2
111	111	5/8	VI6		e	i		VI6	VI			6				M	1	1	0, -3, -4		-4	0
112	112	0	V65		e	i		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
112	112	3/8	i		e	i		i	i							m	1	1	0, -3, 1		0	0
112	112	5/8	i6		e	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
113	113	0	V65		e	i		V65	V			65				Mm7	1	1	5, 2, -1, 1		1	5
113	113	3/8	i		e	i		i	i							m	1	1	0, -3, 1		0	0
113	113	5/8	i6		e	i		i6	i			6				m	1	1	-3, 1, 0		0	-3
114	114	0	ii6		e	i		ii6	ii			6				m	1	1	-1, 3, 2		2	-1
114	114	1/4	V7		e	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
114	114	3/8	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
114	114	5/8	.It6		e	i		It6	vii	It	o	6	b3	V		M	1	1	-4, 0, 6		6	-4
115	115	0	V\\		e	i		V	V						\\	M	1	1	1, 5, 2		1	1
115	115	1/2	V6		e	i		V6	V			6				M	1	1	5, 2, 1		1	5
115	115	5/8	V43		e	i		V43	V			43				Mm7	1	1	2, -1, 1, 5		1	2
116	116	0	i		e	i		i	i							m	1	1	0, -3, 1		0	0
116	116	5/8	viio/V		e	i		viio/V	vii		o			V		o	1	1	6, 3, 0		6	6
117	117	0	V		e	i		V	V							M	1	1	1, 5, 2		1	1
117	117	1/2	V6		e	i		V6	V			6				M	1	1	5, 2, 1		1	5
117	117	5/8	V43		e	i		V43	V			43				Mm7	1	1	2, -1, 1, 5		1	2
118	118	0	i		e	i		i	i							m	1	1	0, -3, 1		0	0
118	118	5/8	viio/V		e	i		viio/V	vii		o			V		o	1	1	6, 3, 0		6	6
119	119	0	V\\		e	i		V	V						\\	M	1	1	1, 5, 2		1	1
119	119	5/8	V		e	i		V	V							M	1	1	1, 5, 2		1	1
120	120	0	i		e	i		i	i							m	1	1	0, -3, 1		0	0
120	120	1/4	V7		e	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
120	120	3/8	i		e	i		i	i							m	1	1	0, -3, 1		0	0
120	120	5/8	V7		e	i		V7	V			7				Mm7	1	1	1, 5, 2, -1		1	1
121	121	0	i		e	i		i	i							m	1	1	0, -3, 1		0	0
121	121	5/8	V43/VI		e	i		V43/VI	V			43		VI		Mm7	1	1	-2, -5, -3, 1		-3	-2
122	122	0	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
122	122	1/4	V7/VI		e	i		V7/VI	V			7		VI		Mm7	1	1	-3, 1, -2, -5		-3	-3
122	122	3/8	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
122	122	5/8	V7/VI		e	i		V7/VI	V			7		VI		Mm7	1	1	-3, 1, -2, -5		-3	-3
123	123	0	VI		e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
123	123	5/8	V43/iv		e	i		V43/iv	V			43		iv		Mm7	1	1	1, -2, 0, 4		0	1
124	124	0	iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
124	124	1/4	V7/iv		e	i		V7/iv	V			7		iv		Mm7	1	1	0, 4, 1, -2		0	0
124	124	3/8	iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
124	124	5/8	V7/iv		e	i		V7/iv	V			7		iv		Mm7	1	1	0, 4, 1, -2		0	0
125	125	0	iv\\		e	i		iv	iv						\\	m	1	1	-1, -4, 0		-1	-1
