mc	mn	onset	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
129	110	5/16	viio		F	I		viio	vii	o					o	0	0	5, 2, -1		5	5
129	110	3/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
129	110	7/16	viio6		F	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
130	111	0	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
130	111	1/16	#viio/vi		F	I		#viio/vi	#vii	o			vi		o	0	0	8, 5, 2		8	8
130	111	1/8	vi		F	I		vi	vi						m	0	0	3, 0, 4		3	3
130	111	3/16	viio/IV		F	I		viio/IV	vii	o			IV		o	0	0	4, 1, -2		4	4
130	111	1/4	IV		F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
130	111	5/16	IV	ii6	F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
130	111	3/8	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
130	111	7/16	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
131	112	0	I(94)		F	I		I(94)	I			94			M	0	0	0, -1, 1	2	0	0
131	112	1/4	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
132	112	3/8	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
133	113	0	V64		F	I		V64	V		64				M	0	0	2, 1, 5		1	2
133	113	1/8	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
133	113	3/16	#viio6/ii		F	I		#viio6/ii	#vii	o	6		ii		o	0	0	4, 1, 7		7	4
133	113	1/4	ii6		F	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
133	113	5/16	V2		F	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
133	113	3/8	V64		F	I		V64	V		64				M	0	0	2, 1, 5		1	2
134	114	0	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
134	114	1/16	#viio/ii		F	I		#viio/ii	#vii	o			ii		o	0	0	7, 4, 1		7	7
134	114	1/8	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
134	114	3/16	V+6		F	I		V+6	V	+	6				+	0	0	5, 9, 1		1	5
134	114	1/4	I(#2)		F	I		I(#2)	I			#2			M	0	0	0, 9, 1		0	0
134	114	5/16	I		F	I		I	I						M	0	0	0, 4, 1		0	0
134	114	3/8	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
135	115	0	V64		F	I		V64	V		64				M	0	0	2, 1, 5		1	2
135	115	1/8	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
135	115	3/16	#viio6/ii		F	I		#viio6/ii	#vii	o	6		ii		o	0	0	4, 1, 7		7	4
135	115	1/4	ii6		F	I		ii6	ii		6				m	0	0	-1, 3, 2		2	-1
135	115	5/16	V2		F	I		V2	V		2				Mm7	0	0	-1, 1, 5, 2		1	-1
135	115	3/8	V64		F	I		V64	V		64				M	0	0	2, 1, 5		1	2
136	116	0	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
136	116	1/16	#viio/ii		F	I		#viio/ii	#vii	o			ii		o	0	0	7, 4, 1		7	7
136	116	1/8	V6		F	I		V6	V		6				M	0	0	5, 2, 1		1	5
136	116	3/16	V+6		F	I		V+6	V	+	6				+	0	0	5, 9, 1		1	5
136	116	1/4	I(#2)		F	I		I(#2)	I			#2			M	0	0	0, 9, 1		0	0
136	116	5/16	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
136	116	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
137	117	0	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
137	117	1/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
137	117	3/8	ii	viio6	F	I		ii	ii						m	0	0	2, -1, 3		2	2
137	117	7/16	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
138	118	0	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
138	118	5/16	viio		F	I		viio	vii	o					o	0	0	5, 2, -1		5	5
138	118	3/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
138	118	7/16	viio6		F	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
139	119	0	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
139	119	1/16	#viio/vi		F	I		#viio/vi	#vii	o			vi		o	0	0	8, 5, 2		8	8
139	119	1/8	vi		F	I		vi	vi						m	0	0	3, 0, 4		3	3
139	119	3/16	viio/IV		F	I		viio/IV	vii	o			IV		o	0	0	4, 1, -2		4	4
139	119	1/4	IV		F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
139	119	5/16	IV	ii6	F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
139	119	3/8	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
139	119	7/16	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
140	120	0	I(94)		F	I		I(94)	I			94			M	0	0	0, -1, 1	2	0	0
140	120	1/4	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
141	120	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
142	121	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
143	122	0	V		F	I		V	V						M	0	0	1, 5, 2		1	1
143	122	1/4	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
144	123	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
144	123	1/8	vi		F	I		vi	vi						m	0	0	3, 0, 4		3	3
144	123	1/4	IV		F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
144	123	3/8	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
145	124	0	I(94)		F	I		I(94)	I			94			M	0	0	0, -1, 1	2	0	0
145	124	1/4	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
146	124	3/8	I(+6)		F	I		I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
147	125	0	V6(+2)		F	I		V6(+2)	V		6	+2			M	0	0	5, 2, 1	3	1	5
147	125	1/8	I(+6)		F	I		I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
147	125	1/4	viio6		F	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
147	125	3/8	V65		F	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
148	126	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
148	126	7/16	V		F	I		V	V						M	0	0	1, 5, 2		1	1
149	127	0	V6(+2)		F	I		V6(+2)	V		6	+2			M	0	0	5, 2, 1	3	1	5
149	127	1/8	I(+6)		F	I		I(+6)	I			+6			M	0	0	0, 4, 1	3	0	0
149	127	1/4	viio6		F	I		viio6	vii	o	6				o	0	0	2, -1, 5		5	2
149	127	3/8	V65		F	I		V65	V		65				Mm7	0	0	5, 2, -1, 1		1	5
150	128	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
150	128	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
151	129	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
152	130	0	V		F	I		V	V						M	0	0	1, 5, 2		1	1
152	130	1/4	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
153	131	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
153	131	1/8	vi		F	I		vi	vi						m	0	0	3, 0, 4		3	3
153	131	1/4	IV		F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
153	131	3/8	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
154	132	0	I(94)		F	I		I(94)	I			94			M	0	0	0, -1, 1	2	0	0
154	132	1/4	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
155	132	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
156	133	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
157	134	0	ii		F	I		ii	ii						m	0	0	2, -1, 3		2	2
157	134	1/4	viio		F	I		viio	vii	o					o	0	0	5, 2, -1		5	5
158	135	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
158	135	1/4	IV	ii6	F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
158	135	3/8	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
158	135	7/16	V		F	I		V	V						M	0	0	1, 5, 2		1	1
159	136	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
160	136	3/8	V[I		F	I	V	I	I						M	0	0	0, 4, 1		0	0
161	137	0	V		F	I	V	V	V						M	0	0	1, 5, 2		1	1
161	137	1/8	I		F	I	V	I	I						M	0	0	0, 4, 1		0	0
161	137	1/4	V7		F	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
161	137	3/8	V		F	I	V	V	V						M	0	0	1, 5, 2		1	1
162	138	0	I		F	I	V	I	I						M	0	0	0, 4, 1		0	0
162	138	1/8	V7]		F	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
162	138	1/4	I6		F	I		I6	I		6				M	0	0	4, 1, 0		0	4
162	138	3/8	V[I6		F	I	V	I6	I		6				M	0	0	4, 1, 0		0	4
163	139	0	V		F	I	V	V	V						M	0	0	1, 5, 2		1	1
163	139	1/8	I6		F	I	V	I6	I		6				M	0	0	4, 1, 0		0	4
163	139	1/4	V7		F	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
163	139	3/8	V		F	I	V	V	V						M	0	0	1, 5, 2		1	1
164	140	0	I6		F	I	V	I6	I		6				M	0	0	4, 1, 0		0	4
164	140	1/8	V7		F	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
164	140	1/4	I6]\\		F	I	V	I6	I		6			\\	M	0	0	4, 1, 0		0	4
164	140	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
165	141	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
166	142	0	ii		F	I		ii	ii						m	0	0	2, -1, 3		2	2
166	142	1/4	viio		F	I		viio	vii	o					o	0	0	5, 2, -1		5	5
167	143	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
167	143	1/4	IV	ii6	F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
167	143	3/8	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
167	143	7/16	V		F	I		V	V						M	0	0	1, 5, 2		1	1
168	144	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
169	144	3/8	V		F	I		V	V						M	0	0	1, 5, 2		1	1
170	145	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
171	146	0	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
172	147	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
172	147	1/8	IV	ii6	F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
172	147	1/4	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
172	147	3/8	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
173	148	0	I(94)		F	I		I(94)	I			94			M	0	0	0, -1, 1	2	0	0
173	148	1/4	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
174	148	3/8	I		F	I		I	I						M	0	0	0, 4, 1		0	0
175	149	0	V[V		F	I	V	V	V						M	0	0	1, 5, 2		1	1
175	149	1/8	I		F	I	V	I	I						M	0	0	0, 4, 1		0	0
175	149	1/4	V7		F	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
175	149	3/8	V]		F	I	V	V	V						M	0	0	1, 5, 2		1	1
176	150	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
177	151	0	V[V		F	I	V	V	V						M	0	0	1, 5, 2		1	1
177	151	1/8	I		F	I	V	I	I						M	0	0	0, 4, 1		0	0
177	151	1/4	V7		F	I	V	V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
177	151	3/8	V]		F	I	V	V	V						M	0	0	1, 5, 2		1	1
178	152	0	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
179	153	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
180	154	0	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
181	155	0	I		F	I		I	I						M	0	0	0, 4, 1		0	0
181	155	1/8	IV	ii6	F	I		IV	IV						M	0	0	-1, 3, 0		-1	-1
181	155	1/4	V(64)		F	I		V(64)	V			64			M	0	0	1, 0, 4		1	1
181	155	3/8	V7		F	I		V7	V		7				Mm7	0	0	1, 5, 2, -1		1	1
182	156	0	I(94)		F	I		I(94)	I			94			M	0	0	0, -1, 1	2	0	0
182	156	1/4	I\\		F	I		I	I					\\	M	0	0	0, 4, 1		0	0
